Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Food group_level1,Food group_level2,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Protein,Population age 1+,1777,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Granola Bars,0.2,0.0,0.2,0.2,g,0.2,0.0,,3
Protein,Population age 1+,106,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Biscuits,0.1,0.0,0.0,0.1,g,0.1,0.0,,3
Protein,Population age 1+,161,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cakes,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Population age 1+,130,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Danishes - Doughnuts & Other Pastries,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Population age 1+,,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Muffins & Quick Breads,,,,,g,,,<10,3
Protein,Population age 1+,11102,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Cereal - Grains & Flours,2.8,0.1,2.6,2.9,g,3.6,0.1,,3
Protein,Population age 1+,4543,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Pasta,1.9,0.1,1.7,2.0,g,2.4,0.1,,3
Protein,Population age 1+,4598,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Rice,1.1,0.0,1.0,1.2,g,1.4,0.1,,3
Protein,Population age 1+,16680,Meat & Poultry,,,28.0,0.4,27.1,28.8,g,36.1,0.4,,1
Protein,Population age 1+,7748,Meat & Poultry,Poultry,,11.9,0.4,11.2,12.7,g,15.4,0.4,,2
Protein,Population age 1+,7707,Meat & Poultry,Processed Meats,,4.2,0.1,4.0,4.5,g,5.5,0.2,,2
Protein,Population age 1+,8751,Meat & Poultry,Red Meat,,11.8,0.3,11.2,12.4,g,15.3,0.4,,2
Protein,Population age 1+,7209,Meat & Poultry,Poultry,Chicken,11.2,0.4,10.5,11.9,g,14.4,0.4,,3
Protein,Population age 1+,730,Meat & Poultry,Poultry,Turkey & Other Poultry,0.7,0.1,0.6,0.9,g,1.0,0.1,,3
Protein,Population age 1+,4204,Meat & Poultry,Processed Meats,Luncheon Meat,1.9,0.1,1.7,2.0,g,2.5,0.1,,3
Protein,Population age 1+,2502,Meat & Poultry,Processed Meats,Sausage,1.2,0.1,1.1,1.3,g,1.6,0.1,,3
Protein,Population age 1+,1878,Meat & Poultry,Processed Meats,Bacon,0.6,0.0,0.5,0.7,g,0.8,0.0,,3
Protein,Population age 1+,902,Meat & Poultry,Processed Meats,Pork - Cured,0.5,0.0,0.4,0.6,g,0.7,0.1,,3
Protein,Population age 1+,6650,Meat & Poultry,Red Meat,Beef,8.3,0.3,7.7,8.8,g,10.7,0.3,,3
Protein,Population age 1+,2472,Meat & Poultry,Red Meat,Pork - Fresh,2.8,0.2,2.5,3.2,g,3.6,0.2,,3
Protein,Population age 1+,434,Meat & Poultry,Red Meat,Lamb - Veal & Game Meats,0.6,0.1,0.5,0.8,g,0.8,0.1,E,3
Protein,Population age 1+,89,Meat & Poultry,Red Meat,Offal - Liver & Pates,0.1,0.0,0.0,0.1,g,0.1,0.0,,3
Protein,Population age 1+,14404,Meat Alternatives,,,6.6,0.2,6.3,6.9,g,8.6,0.2,,1
Protein,Population age 1+,11362,Meat Alternatives,Eggs,,3.1,0.1,2.9,3.3,g,4.1,0.1,,2
Protein,Population age 1+,1986,Meat Alternatives,Legumes,,0.8,0.1,0.7,0.9,g,1.1,0.1,,2
Protein,Population age 1+,6390,Meat Alternatives,Nuts - Seeds & Peanut Butter,,2.3,0.1,2.1,2.5,g,2.9,0.1,,2
Protein,Population age 1+,550,Meat Alternatives,Tofu & Meatless Products,,0.4,0.0,0.3,0.5,g,0.5,0.1,,2
Protein,Population age 1+,860,Nutritional Beverages & Bars,,,1.0,0.1,0.8,1.2,g,1.3,0.1,,1
Protein,Population age 1+,708,Nutritional Beverages & Bars,Meal Replacements & Nutritional Beverages,,0.9,0.1,0.6,1.1,g,1.1,0.1,,2
Protein,Population age 1+,187,Nutritional Beverages & Bars,Nutritional Bars,,0.1,0.0,0.1,0.2,g,0.2,0.0,,2
Protein,Population age 1+,18438,Soups - Sauces - Spices & Other Ingredients,,,1.1,0.0,1.0,1.2,g,1.4,0.0,,1
Protein,Population age 1+,7054,Soups - Sauces - Spices & Other Ingredients,Sauces & Gravies,,0.3,0.0,0.3,0.3,g,0.4,0.0,,2
Protein,Population age 1+,4710,Soups - Sauces - Spices & Other Ingredients,Soups,,0.6,0.0,0.5,0.7,g,0.8,0.0,,2
Protein,Population age 1+,17547,Soups - Sauces - Spices & Other Ingredients,Spices - Seasonings & Other Ingredients,,0.2,0.0,0.2,0.2,g,0.2,0.0,,2
Protein,Population age 1+,16725,Sweets - Sugars & Savoury Snacks,,,1.7,0.0,1.6,1.8,g,2.2,0.1,,1
Protein,Population age 1+,6211,Sweets - Sugars & Savoury Snacks,Confectionary,,0.4,0.0,0.4,0.5,g,0.5,0.0,,2
Protein,Population age 1+,2912,Sweets - Sugars & Savoury Snacks,Frozen Desserts,,0.5,0.0,0.5,0.6,g,0.7,0.0,,2
Protein,Population age 1+,4652,Sweets - Sugars & Savoury Snacks,Savoury Snacks,,0.7,0.0,0.6,0.7,g,0.9,0.0,,2
Protein,Population age 1+,14214,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,,0.1,0.0,0.1,0.1,g,0.1,0.0,,2
Protein,Population age 1+,3815,Sweets - Sugars & Savoury Snacks,Confectionary,Chocolate - Candies & Bars,0.3,0.0,0.3,0.3,g,0.4,0.0,,3
Protein,Population age 1+,2559,Sweets - Sugars & Savoury Snacks,Confectionary,Candies,0.1,0.0,0.0,0.1,g,0.1,0.0,,3
Protein,Population age 1+,703,Sweets - Sugars & Savoury Snacks,Confectionary,Jello - Dessert Toppings & Puddings,0.0,0.0,0.0,0.0,g,0.1,0.0,,3
Protein,Population age 1+,2447,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Frozen Dairy Products & analogues,0.5,0.0,0.5,0.6,g,0.7,0.0,,3
Protein,Population age 1+,560,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Popsicles & Sherbet,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Population age 1+,4750,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Other Sugars & Syrups,0.1,0.0,0.0,0.1,g,0.1,0.0,,3
Protein,Population age 1+,2044,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Jams - Jellies & Marmalade,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Population age 1+,715,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugar Substitutes,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Population age 1+,12217,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugars,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,22,Baby Foods,,,0.0,0.0,0.0,0.0,g,0.0,0.0,,1
Protein,Adult males 19 y +,21,Baby Foods,Baby Foods Products,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,,Baby Foods,Infant Formula,,,,,,g,,,<10,2
Protein,Adult males 19 y +,6187,Beverages (Excluding Milks),,,1.7,0.1,1.6,1.8,g,1.9,0.1,,1
Protein,Adult males 19 y +,1946,Beverages (Excluding Milks),Alcohol,,0.7,0.1,0.6,0.8,g,0.8,0.1,,2
Protein,Adult males 19 y +,5104,Beverages (Excluding Milks),Coffee & Tea,,0.4,0.0,0.4,0.5,g,0.5,0.0,,2
Protein,Adult males 19 y +,53,Beverages (Excluding Milks),Energy Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,479,Beverages (Excluding Milks),Fruit Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,1862,Beverages (Excluding Milks),Fruit Juice,,0.4,0.0,0.3,0.4,g,0.4,0.0,,2
Protein,Adult males 19 y +,113,Beverages (Excluding Milks),Other Beverages,,0.0,0.0,0.0,0.1,g,0.0,0.0,,2
Protein,Adult males 19 y +,1751,Beverages (Excluding Milks),Soft Drinks,,0.0,0.0,0.0,0.1,g,0.1,0.0,,2
Protein,Adult males 19 y +,128,Beverages (Excluding Milks),Sport Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,174,Beverages (Excluding Milks),Tomato & Vegetable Juice,,0.1,0.0,0.1,0.1,g,0.1,0.0,,2
Protein,Adult males 19 y +,24,Beverages (Excluding Milks),Vitamin Water,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,5620,Beverages (Excluding Milks),Water,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,4276,Beverages (Excluding Milks),Coffee & Tea,Coffee,0.4,0.0,0.4,0.5,g,0.5,0.0,,3
Protein,Adult males 19 y +,1782,Beverages (Excluding Milks),Coffee & Tea,Tea,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,5798,Dairy & Plant-Based Beverages,,,14.1,0.4,13.3,14.8,g,15.3,0.4,,1
Protein,Adult males 19 y +,3514,Dairy & Plant-Based Beverages,Cheeses,,6.9,0.3,6.3,7.5,g,7.5,0.3,,2
Protein,Adult males 19 y +,5221,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,6.1,0.2,5.8,6.5,g,6.7,0.2,,2
Protein,Adult males 19 y +,926,Dairy & Plant-Based Beverages,Yogurts,,1.0,0.1,0.9,1.2,g,1.1,0.1,,2
Protein,Adult males 19 y +,3759,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,2.8,0.1,2.6,3.1,g,3.1,0.1,,3
Protein,Adult males 19 y +,1819,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,1.4,0.1,1.3,1.6,g,1.5,0.1,,3
Protein,Adult males 19 y +,1648,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,0.8,0.1,0.6,1.0,g,0.9,0.1,,3
Protein,Adult males 19 y +,1812,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,0.6,0.1,0.4,0.7,g,0.6,0.1,E,3
Protein,Adult males 19 y +,1727,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,0.4,0.0,0.3,0.5,g,0.4,0.0,,3
Protein,Adult males 19 y +,208,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,0.1,0.0,0.1,0.2,g,0.1,0.0,,3
Protein,Adult males 19 y +,5767,Fats & Oils,,,0.1,0.0,0.1,0.1,g,0.1,0.0,,1
Protein,Adult males 19 y +,333,Fats & Oils,Animal Fats,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,1787,Fats & Oils,Butter,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,3473,Fats & Oils,Margarines,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,2260,Fats & Oils,Salad Dressings,,0.1,0.0,0.1,0.1,g,0.1,0.0,,2
Protein,Adult males 19 y +,2319,Fats & Oils,Shortening,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,3212,Fats & Oils,Vegetable Oils,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult males 19 y +,1146,Fish & Seafood,,,4.5,0.3,4.0,5.1,g,4.9,0.3,,1
Protein,Adult males 19 y +,910,Fish & Seafood,Fish,,3.9,0.3,3.4,4.4,g,4.2,0.3,,2
Protein,Adult males 19 y +,343,Fish & Seafood,Shellfish,,0.7,0.1,0.5,0.8,g,0.7,0.1,,2
Protein,Adult males 19 y +,5918,Fruits & Vegetables,,,4.8,0.1,4.6,5.0,g,5.2,0.1,,1
Protein,Adult males 19 y +,3876,Fruits & Vegetables,Fruits,,1.1,0.0,1.0,1.2,g,1.2,0.0,,2
Protein,Adult males 19 y +,5694,Fruits & Vegetables,Vegetables Including Potatoes,,3.7,0.1,3.5,3.8,g,4.0,0.1,,2
Protein,Adult males 19 y +,1590,Fruits & Vegetables,Fruits,Banana,0.4,0.0,0.3,0.4,g,0.4,0.0,,3
Protein,Adult males 19 y +,1019,Fruits & Vegetables,Fruits,Citrus Fruits,0.2,0.0,0.1,0.2,g,0.2,0.0,,3
Protein,Adult males 19 y +,1350,Fruits & Vegetables,Fruits,Apple,0.1,0.0,0.1,0.1,g,0.1,0.0,,3
Protein,Adult males 19 y +,1066,Fruits & Vegetables,Fruits,Berries,0.1,0.0,0.1,0.1,g,0.1,0.0,,3
Protein,Adult males 19 y +,782,Fruits & Vegetables,Fruits,Grapes & Raisins,0.1,0.0,0.1,0.1,g,0.1,0.0,,3
Protein,Adult males 19 y +,247,Fruits & Vegetables,Fruits,Melons,0.1,0.0,0.1,0.1,g,0.1,0.0,,3
Protein,Adult males 19 y +,603,Fruits & Vegetables,Fruits,Other Fruits,0.1,0.0,0.1,0.2,g,0.1,0.0,,3
Protein,Adult males 19 y +,169,Fruits & Vegetables,Fruits,Cherries,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,170,Fruits & Vegetables,Fruits,Peaches & Nectarines,0.0,0.0,0.0,0.1,g,0.0,0.0,,3
Protein,Adult males 19 y +,188,Fruits & Vegetables,Fruits,Pears,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,252,Fruits & Vegetables,Fruits,Pineapples,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,110,Fruits & Vegetables,Fruits,Plums & Prunes,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,2838,Fruits & Vegetables,Vegetables Including Potatoes,Starchy Vegetables,1.4,0.1,1.3,1.5,g,1.5,0.1,,3
Protein,Adult males 19 y +,4860,Fruits & Vegetables,Vegetables Including Potatoes,Other Vegetables,1.3,0.0,1.2,1.3,g,1.4,0.0,,3
Protein,Adult males 19 y +,2999,Fruits & Vegetables,Vegetables Including Potatoes,Dark Green Vegetables,0.8,0.0,0.7,0.9,g,0.9,0.0,,3
Protein,Adult males 19 y +,1991,Fruits & Vegetables,Vegetables Including Potatoes,Deep Yellow or Orange Vegetables,0.2,0.0,0.1,0.2,g,0.2,0.0,,3
Protein,Adult males 19 y +,6068,Grain Products,,,17.9,0.3,17.4,18.4,g,19.4,0.3,,1
Protein,Adult males 19 y +,5104,Grain Products,Breads,,9.4,0.2,9.0,9.8,g,10.2,0.2,,2
Protein,Adult males 19 y +,1921,Grain Products,Breakfast Cereals,,1.5,0.1,1.3,1.7,g,1.6,0.1,,2
Protein,Adult males 19 y +,1375,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,,0.6,0.0,0.5,0.7,g,0.6,0.0,,2
Protein,Adult males 19 y +,4551,Grain Products,Pasta - Rice - Cereal - Grains & Flours,,6.4,0.2,6.1,6.8,g,7.0,0.2,,2
Protein,Adult males 19 y +,2752,Grain Products,Breads,White Breads & Rolls,4.2,0.2,3.8,4.5,g,4.5,0.2,,3
Protein,Adult males 19 y +,1980,Grain Products,Breads,Whole Grain & Whole Wheat Breads & Rolls,2.6,0.1,2.3,2.8,g,2.8,0.1,,3
Protein,Adult males 19 y +,1885,Grain Products,Breads,Other Bread Products,2.4,0.1,2.2,2.7,g,2.7,0.1,,3
Protein,Adult males 19 y +,593,Grain Products,Breads,Crackers & Crispbreads,0.2,0.0,0.2,0.2,g,0.2,0.0,,3
Protein,Adult males 19 y +,1481,Grain Products,Breakfast Cereals,Whole Grain - Oats & High Fibre Breakfast Cereals,1.3,0.1,1.2,1.5,g,1.5,0.1,,3
Protein,Adult males 19 y +,523,Grain Products,Breakfast Cereals,Breakfast Cereal (Other),0.2,0.0,0.1,0.2,g,0.2,0.0,,3
Protein,Adult males 19 y +,987,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cookies,0.3,0.0,0.2,0.3,g,0.3,0.0,,3
Protein,Adult males 19 y +,383,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Granola Bars,0.2,0.0,0.2,0.3,g,0.2,0.0,,3
Protein,Adult males 19 y +,40,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Biscuits,0.0,0.0,0.0,0.1,g,0.1,0.0,,3
Protein,Adult males 19 y +,33,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cakes,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,26,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Danishes - Doughnuts & Other Pastries,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,3442,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Cereal - Grains & Flours,3.2,0.1,3.0,3.5,g,3.5,0.1,,3
Protein,Adult males 19 y +,1250,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Pasta,2.0,0.1,1.7,2.2,g,2.2,0.1,,3
Protein,Adult males 19 y +,1449,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Rice,1.2,0.1,1.1,1.3,g,1.3,0.1,,3
Protein,Adult males 19 y +,5408,Meat & Poultry,,,36.3,0.9,34.6,38.1,g,39.4,0.6,,1
Protein,Adult males 19 y +,2399,Meat & Poultry,Poultry,,14.5,0.7,13.1,16.0,g,15.8,0.7,,2
Protein,Adult males 19 y +,2687,Meat & Poultry,Processed Meats,,5.7,0.2,5.3,6.2,g,6.2,0.3,,2
Protein,Adult males 19 y +,3058,Meat & Poultry,Red Meat,,16.1,0.7,14.7,17.4,g,17.5,0.7,,2
Protein,Adult males 19 y +,2227,Meat & Poultry,Poultry,Chicken,13.6,0.7,12.1,15.0,g,14.7,0.7,,3
Protein,Adult males 19 y +,248,Meat & Poultry,Poultry,Turkey & Other Poultry,0.9,0.2,0.6,1.3,g,1.0,0.2,E,3
Protein,Adult males 19 y +,1450,Meat & Poultry,Processed Meats,Luncheon Meat,2.6,0.2,2.3,2.9,g,2.9,0.2,,3
Protein,Adult males 19 y +,871,Meat & Poultry,Processed Meats,Sausage,1.6,0.2,1.3,1.9,g,1.7,0.2,,3
Protein,Adult males 19 y +,732,Meat & Poultry,Processed Meats,Bacon,0.9,0.1,0.7,1.0,g,1.0,0.1,,3
Protein,Adult males 19 y +,318,Meat & Poultry,Processed Meats,Pork - Cured,0.6,0.1,0.5,0.8,g,0.7,0.1,E,3
Protein,Adult males 19 y +,2338,Meat & Poultry,Red Meat,Beef,11.5,0.6,10.4,12.7,g,12.5,0.6,,3
Protein,Adult males 19 y +,842,Meat & Poultry,Red Meat,Pork - Fresh,3.7,0.4,2.9,4.4,g,4.0,0.4,,3
Protein,Adult males 19 y +,166,Meat & Poultry,Red Meat,Lamb - Veal & Game Meats,0.8,0.1,0.5,1.1,g,0.9,0.2,,3
Protein,Adult males 19 y +,39,Meat & Poultry,Red Meat,Offal - Liver & Pates,0.1,0.0,0.0,0.2,g,0.1,0.0,,3
Protein,Adult males 19 y +,4590,Meat Alternatives,,,8.4,0.3,7.8,9.1,g,9.2,0.3,,1
Protein,Adult males 19 y +,3647,Meat Alternatives,Eggs,,4.0,0.2,3.6,4.5,g,4.4,0.2,,2
Protein,Adult males 19 y +,663,Meat Alternatives,Legumes,,1.0,0.1,0.8,1.2,g,1.1,0.1,,2
Protein,Adult males 19 y +,1978,Meat Alternatives,Nuts - Seeds & Peanut Butter,,2.9,0.2,2.5,3.3,g,3.2,0.2,,2
Protein,Adult males 19 y +,176,Meat Alternatives,Tofu & Meatless Products,,0.5,0.1,0.3,0.7,g,0.5,0.1,E,2
Protein,Adult males 19 y +,316,Nutritional Beverages & Bars,,,1.3,0.3,0.7,1.8,g,1.4,0.3,E,1
Protein,Adult males 19 y +,267,Nutritional Beverages & Bars,Meal Replacements & Nutritional Beverages,,1.1,0.3,0.6,1.7,g,1.2,0.3,E,2
Protein,Adult males 19 y +,63,Nutritional Beverages & Bars,Nutritional Bars,,0.1,0.0,0.1,0.2,g,0.1,0.0,,2
Protein,Adult males 19 y +,5856,Soups - Sauces - Spices & Other Ingredients,,,1.3,0.1,1.2,1.4,g,1.4,0.1,,1
Protein,Adult males 19 y +,2384,Soups - Sauces - Spices & Other Ingredients,Sauces & Gravies,,0.4,0.0,0.3,0.4,g,0.4,0.0,,2
Protein,Adult males 19 y +,1511,Soups - Sauces - Spices & Other Ingredients,Soups,,0.7,0.1,0.6,0.8,g,0.8,0.1,,2
Protein,Adult males 19 y +,5575,Soups - Sauces - Spices & Other Ingredients,Spices - Seasonings & Other Ingredients,,0.2,0.0,0.2,0.3,g,0.2,0.0,,2
Protein,Adult males 19 y +,5232,Sweets - Sugars & Savoury Snacks,,,1.6,0.1,1.5,1.8,g,1.8,0.1,,1
Protein,Adult males 19 y +,1527,Sweets - Sugars & Savoury Snacks,Confectionary,,0.4,0.1,0.3,0.5,g,0.4,0.1,E,2
Protein,Adult males 19 y +,771,Sweets - Sugars & Savoury Snacks,Frozen Desserts,,0.5,0.0,0.4,0.5,g,0.5,0.0,,2
Protein,Adult males 19 y +,1268,Sweets - Sugars & Savoury Snacks,Savoury Snacks,,0.7,0.1,0.6,0.8,g,0.8,0.1,,2
Protein,Adult males 19 y +,4671,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,,0.0,0.0,0.0,0.1,g,0.0,0.0,,2
Protein,Adult males 19 y +,1023,Sweets - Sugars & Savoury Snacks,Confectionary,Chocolate - Candies & Bars,0.3,0.0,0.2,0.3,g,0.3,0.0,,3
Protein,Adult males 19 y +,497,Sweets - Sugars & Savoury Snacks,Confectionary,Candies,0.1,0.0,0.0,0.2,g,0.1,0.1,,3
Protein,Adult males 19 y +,170,Sweets - Sugars & Savoury Snacks,Confectionary,Jello - Dessert Toppings & Puddings,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,702,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Frozen Dairy Products & analogues,0.5,0.0,0.4,0.5,g,0.5,0.0,,3
Protein,Adult males 19 y +,80,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Popsicles & Sherbet,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,726,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Jams - Jellies & Marmalade,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,1360,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Other Sugars & Syrups,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,322,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugar Substitutes,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult males 19 y +,4068,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugars,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult females* 19 y +,21,Baby Foods,,,0.0,0.0,0.0,0.0,g,0.0,0.0,,1
Protein,Adult females* 19 y +,19,Baby Foods,Baby Foods Products,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,,Baby Foods,Infant Formula,,,,,,g,,,<10,2
Protein,Adult females* 19 y +,6828,Beverages (Excluding Milks),,,0.9,0.0,0.9,1.0,g,1.4,0.0,,1
Protein,Adult females* 19 y +,1439,Beverages (Excluding Milks),Alcohol,,0.2,0.0,0.1,0.2,g,0.2,0.0,,2
Protein,Adult females* 19 y +,5777,Beverages (Excluding Milks),Coffee & Tea,,0.3,0.0,0.3,0.4,g,0.5,0.0,,2
Protein,Adult females* 19 y +,30,Beverages (Excluding Milks),Energy Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,514,Beverages (Excluding Milks),Fruit Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,1983,Beverages (Excluding Milks),Fruit Juice,,0.3,0.0,0.2,0.3,g,0.4,0.0,,2
Protein,Adult females* 19 y +,145,Beverages (Excluding Milks),Other Beverages,,0.1,0.0,0.0,0.1,g,0.1,0.0,,2
Protein,Adult females* 19 y +,1495,Beverages (Excluding Milks),Soft Drinks,,0.0,0.0,0.0,0.0,g,0.1,0.0,,2
Protein,Adult females* 19 y +,39,Beverages (Excluding Milks),Sport Drinks,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,173,Beverages (Excluding Milks),Tomato & Vegetable Juice,,0.0,0.0,0.0,0.1,g,0.1,0.0,,2
Protein,Adult females* 19 y +,24,Beverages (Excluding Milks),Vitamin Water,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,6376,Beverages (Excluding Milks),Water,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,4441,Beverages (Excluding Milks),Coffee & Tea,Coffee,0.3,0.0,0.3,0.3,g,0.5,0.0,,3
Protein,Adult females* 19 y +,2739,Beverages (Excluding Milks),Coffee & Tea,Tea,0.0,0.0,0.0,0.0,g,0.0,0.0,,3
Protein,Adult females* 19 y +,6447,Dairy & Plant-Based Beverages,,,11.5,0.3,11.0,12.0,g,17.4,0.4,,1
Protein,Adult females* 19 y +,3758,Dairy & Plant-Based Beverages,Cheeses,,4.9,0.2,4.5,5.2,g,7.4,0.2,,2
Protein,Adult females* 19 y +,5851,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,5.1,0.2,4.8,5.4,g,7.7,0.2,,2
Protein,Adult females* 19 y +,1629,Dairy & Plant-Based Beverages,Yogurts,,1.6,0.1,1.4,1.8,g,2.4,0.1,,2
Protein,Adult females* 19 y +,4136,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,2.5,0.1,2.3,2.7,g,3.7,0.2,,3
Protein,Adult females* 19 y +,2244,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,1.1,0.1,0.9,1.2,g,1.6,0.1,,3
Protein,Adult females* 19 y +,2211,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,0.6,0.0,0.5,0.7,g,0.9,0.1,,3
Protein,Adult females* 19 y +,1928,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,0.5,0.1,0.4,0.7,g,0.8,0.1,E,3
Protein,Adult females* 19 y +,1769,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,0.3,0.0,0.3,0.3,g,0.5,0.0,,3
Protein,Adult females* 19 y +,358,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,0.1,0.0,0.1,0.2,g,0.2,0.0,,3
Protein,Adult females* 19 y +,6356,Fats & Oils,,,0.1,0.0,0.1,0.1,g,0.2,0.0,,1
Protein,Adult females* 19 y +,369,Fats & Oils,Animal Fats,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,1972,Fats & Oils,Butter,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,3711,Fats & Oils,Margarines,,0.0,0.0,0.0,0.0,g,0.0,0.0,,2
Protein,Adult females* 19 y +,2686,Fats & Oils,Salad Dressings,,0.1,0.0,0.1,0.1,g,0.1,0.0,,2
