Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Food group_level1,Food group_level2,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Calcium,Population age 1+,186,Baby Foods,,,1.8,0.5,0.8,2.8,mg,0.2,0.1,E,1
Calcium,Population age 1+,154,Baby Foods,Baby Foods Products,,,,,,mg,,,F,2
Calcium,Population age 1+,51,Baby Foods,Infant Formula,,0.4,0.1,0.2,0.6,mg,0.0,0.0,E,2
Calcium,Population age 1+,19574,Beverages (Excluding Milks),,,58.3,1.0,56.3,60.3,mg,7.1,0.1,,1
Calcium,Population age 1+,3540,Beverages (Excluding Milks),Alcohol,,5.6,0.2,5.1,6.1,mg,0.7,0.0,,2
Calcium,Population age 1+,12127,Beverages (Excluding Milks),Coffee & Tea,,6.5,0.2,6.1,6.9,mg,0.8,0.0,,2
Calcium,Population age 1+,103,Beverages (Excluding Milks),Energy Drinks,,0.1,0.0,0.1,0.1,mg,0.0,0.0,,2
Calcium,Population age 1+,2096,Beverages (Excluding Milks),Fruit Drinks,,2.2,0.2,1.8,2.6,mg,0.3,0.0,,2
Calcium,Population age 1+,6617,Beverages (Excluding Milks),Fruit Juice,,13.2,0.7,11.9,14.6,mg,1.6,0.1,,2
Calcium,Population age 1+,541,Beverages (Excluding Milks),Other Beverages,,1.3,0.2,0.9,1.7,mg,0.2,0.0,,2
Calcium,Population age 1+,4394,Beverages (Excluding Milks),Soft Drinks,,2.8,0.1,2.6,3.0,mg,0.3,0.0,,2
Calcium,Population age 1+,320,Beverages (Excluding Milks),Sport Drinks,,0.1,0.0,0.0,0.1,mg,0.0,0.0,,2
Calcium,Population age 1+,454,Beverages (Excluding Milks),Tomato & Vegetable Juice,,0.8,0.1,0.6,1.0,mg,0.1,0.0,,2
Calcium,Population age 1+,82,Beverages (Excluding Milks),Vitamin Water,,0.1,0.0,0.0,0.1,mg,0.0,0.0,,2
Calcium,Population age 1+,18272,Beverages (Excluding Milks),Water,,25.5,0.7,24.2,26.8,mg,3.1,0.1,,2
Calcium,Population age 1+,9217,Beverages (Excluding Milks),Coffee & Tea,Coffee,5.7,0.2,5.3,6.0,mg,0.7,0.0,,3
Calcium,Population age 1+,5357,Beverages (Excluding Milks),Coffee & Tea,Tea,0.8,0.1,0.7,1.0,mg,0.1,0.0,,3
Calcium,Population age 1+,18629,Dairy & Plant-Based Beverages,,,453.2,6.6,440.3,466.1,mg,55.5,0.4,,1
Calcium,Population age 1+,11627,Dairy & Plant-Based Beverages,Cheeses,,172.7,4.2,164.6,180.9,mg,21.1,0.4,,2
Calcium,Population age 1+,17005,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,246.3,4.1,238.2,254.3,mg,30.2,0.4,,2
Calcium,Population age 1+,4392,Dairy & Plant-Based Beverages,Yogurts,,34.2,1.3,31.6,36.8,mg,4.2,0.2,,2
Calcium,Population age 1+,12441,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,115.9,2.6,110.8,121.1,mg,14.2,0.3,,3
Calcium,Population age 1+,6481,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,54.8,2.1,50.7,58.9,mg,6.7,0.2,,3
Calcium,Population age 1+,5835,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,34.2,2.1,30.1,38.2,mg,4.2,0.2,,3
Calcium,Population age 1+,6026,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,19.5,1.1,17.4,21.6,mg,2.4,0.1,,3
Calcium,Population age 1+,814,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,11.8,1.0,9.9,13.8,mg,1.4,0.1,,3
Calcium,Population age 1+,4411,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,10.0,0.6,8.9,11.1,mg,1.2,0.1,,3
Calcium,Population age 1+,18258,Fats & Oils,,,2.5,0.1,2.4,2.7,mg,0.3,0.0,,1
Calcium,Population age 1+,944,Fats & Oils,Animal Fats,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Population age 1+,5492,Fats & Oils,Butter,,0.7,0.0,0.7,0.8,mg,0.1,0.0,,2
Calcium,Population age 1+,10649,Fats & Oils,Margarines,,0.6,0.0,0.5,0.6,mg,0.1,0.0,,2
Calcium,Population age 1+,6743,Fats & Oils,Salad Dressings,,1.2,0.0,1.1,1.3,mg,0.2,0.0,,2
Calcium,Population age 1+,7605,Fats & Oils,Shortening,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Population age 1+,10208,Fats & Oils,Vegetable Oils,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Population age 1+,3197,Fish & Seafood,,,8.0,0.5,7.0,8.9,mg,1.0,0.1,,1
Calcium,Population age 1+,2522,Fish & Seafood,Fish,,5.8,0.5,4.9,6.7,mg,0.7,0.1,,2
Calcium,Population age 1+,924,Fish & Seafood,Shellfish,,2.1,0.2,1.8,2.5,mg,0.3,0.0,,2
Calcium,Population age 1+,18914,Fruits & Vegetables,,,66.4,1.1,64.3,68.5,mg,8.1,0.1,,1
Calcium,Population age 1+,13689,Fruits & Vegetables,Fruits,,18.6,0.4,17.8,19.5,mg,2.3,0.1,,2
Calcium,Population age 1+,17977,Fruits & Vegetables,Vegetables Including Potatoes,,47.8,0.9,46.1,49.5,mg,5.8,0.1,,2
Calcium,Population age 1+,3372,Fruits & Vegetables,Fruits,Citrus Fruits,6.7,0.3,6.2,7.3,mg,0.8,0.0,,3
Calcium,Population age 1+,5026,Fruits & Vegetables,Fruits,Apple,2.4,0.1,2.2,2.5,mg,0.3,0.0,,3
Calcium,Population age 1+,2103,Fruits & Vegetables,Fruits,Other Fruits,2.3,0.2,1.8,2.8,mg,0.3,0.0,,3
Calcium,Population age 1+,5308,Fruits & Vegetables,Fruits,Banana,1.5,0.0,1.4,1.5,mg,0.2,0.0,,3
Calcium,Population age 1+,4326,Fruits & Vegetables,Fruits,Berries,2.0,0.1,1.8,2.1,mg,0.2,0.0,,3
Calcium,Population age 1+,2881,Fruits & Vegetables,Fruits,Grapes & Raisins,1.2,0.1,1.0,1.3,mg,0.1,0.0,,3
Calcium,Population age 1+,982,Fruits & Vegetables,Fruits,Melons,0.9,0.1,0.8,1.1,mg,0.1,0.0,,3
Calcium,Population age 1+,722,Fruits & Vegetables,Fruits,Pears,0.5,0.0,0.4,0.6,mg,0.1,0.0,,3
Calcium,Population age 1+,847,Fruits & Vegetables,Fruits,Pineapples,0.4,0.0,0.3,0.5,mg,0.1,0.0,,3
Calcium,Population age 1+,513,Fruits & Vegetables,Fruits,Cherries,0.3,0.0,0.2,0.3,mg,0.0,0.0,,3
Calcium,Population age 1+,666,Fruits & Vegetables,Fruits,Peaches & Nectarines,0.3,0.0,0.2,0.3,mg,0.0,0.0,,3
Calcium,Population age 1+,315,Fruits & Vegetables,Fruits,Plums & Prunes,0.1,0.0,0.1,0.2,mg,0.0,0.0,,3
Calcium,Population age 1+,15195,Fruits & Vegetables,Vegetables Including Potatoes,Other Vegetables,20.7,0.4,19.9,21.4,mg,2.5,0.0,,3
Calcium,Population age 1+,9274,Fruits & Vegetables,Vegetables Including Potatoes,Dark Green Vegetables,16.8,0.6,15.5,18.0,mg,2.1,0.1,,3
Calcium,Population age 1+,8457,Fruits & Vegetables,Vegetables Including Potatoes,Starchy Vegetables,5.7,0.2,5.4,6.1,mg,0.7,0.0,,3
Calcium,Population age 1+,6318,Fruits & Vegetables,Vegetables Including Potatoes,Deep Yellow or Orange Vegetables,4.6,0.2,4.2,4.9,mg,0.6,0.0,,3
Calcium,Population age 1+,19327,Grain Products,,,102.9,1.2,100.6,105.2,mg,12.6,0.1,,1
Calcium,Population age 1+,16168,Grain Products,Breads,,69.6,1.1,67.5,71.7,mg,8.5,0.1,,2
Calcium,Population age 1+,6966,Grain Products,Breakfast Cereals,,15.5,0.5,14.4,16.5,mg,1.9,0.1,,2
Calcium,Population age 1+,5437,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,,5.2,0.2,4.8,5.7,mg,0.6,0.0,,2
Calcium,Population age 1+,14820,Grain Products,Pasta - Rice - Cereal - Grains & Flours,,12.7,0.3,12.1,13.3,mg,1.5,0.0,,2
Calcium,Population age 1+,8159,Grain Products,Breads,White Breads & Rolls,31.2,0.7,29.7,32.7,mg,3.8,0.1,,3
Calcium,Population age 1+,5962,Grain Products,Breads,Whole Grain & Whole Wheat Breads & Rolls,19.3,0.6,18.2,20.4,mg,2.4,0.1,,3
Calcium,Population age 1+,6257,Grain Products,Breads,Other Bread Products,16.8,0.6,15.6,18.1,mg,2.1,0.1,,3
Calcium,Population age 1+,2918,Grain Products,Breads,Crackers & Crispbreads,2.2,0.1,2.0,2.5,mg,0.3,0.0,,3
Calcium,Population age 1+,4760,Grain Products,Breakfast Cereals,Whole Grain - Oats & High Fibre Breakfast Cereals,10.4,0.5,9.5,11.3,mg,1.3,0.1,,3
Calcium,Population age 1+,2573,Grain Products,Breakfast Cereals,Breakfast Cereal (Other),5.0,0.3,4.4,5.6,mg,0.6,0.0,,3
Calcium,Population age 1+,1777,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Granola Bars,2.8,0.2,2.4,3.1,mg,0.3,0.0,,3
Calcium,Population age 1+,3755,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cookies,1.8,0.1,1.6,1.9,mg,0.2,0.0,,3
Calcium,Population age 1+,106,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Biscuits,0.5,0.1,0.2,0.7,mg,0.1,0.0,E,3
Calcium,Population age 1+,161,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cakes,0.1,0.0,0.1,0.2,mg,0.0,0.0,,3
Calcium,Population age 1+,130,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Danishes - Doughnuts & Other Pastries,0.1,0.0,0.0,0.1,mg,0.0,0.0,,3
Calcium,Population age 1+,,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Muffins & Quick Breads,,,,,mg,,,<10,3
Calcium,Population age 1+,4543,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Pasta,4.7,0.3,4.2,5.2,mg,0.6,0.0,,3
Calcium,Population age 1+,11102,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Cereal - Grains & Flours,3.9,0.1,3.7,4.1,mg,0.5,0.0,,3
Calcium,Population age 1+,4598,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Rice,4.1,0.2,3.8,4.4,mg,0.5,0.0,,3
Calcium,Population age 1+,16680,Meat & Poultry,,,16.8,0.3,16.2,17.4,mg,2.1,0.0,,1
Calcium,Population age 1+,7748,Meat & Poultry,Poultry,,5.7,0.2,5.3,6.1,mg,0.7,0.0,,2
Calcium,Population age 1+,7707,Meat & Poultry,Processed Meats,,5.0,0.2,4.6,5.4,mg,0.6,0.0,,2
Calcium,Population age 1+,8751,Meat & Poultry,Red Meat,,6.1,0.2,5.7,6.5,mg,0.7,0.0,,2
Calcium,Population age 1+,7209,Meat & Poultry,Poultry,Chicken,5.3,0.2,4.9,5.6,mg,0.6,0.0,,3
Calcium,Population age 1+,730,Meat & Poultry,Poultry,Turkey & Other Poultry,0.5,0.1,0.3,0.6,mg,0.1,0.0,E,3
Calcium,Population age 1+,4204,Meat & Poultry,Processed Meats,Luncheon Meat,2.7,0.2,2.4,3.0,mg,0.3,0.0,,3
Calcium,Population age 1+,2502,Meat & Poultry,Processed Meats,Sausage,1.8,0.1,1.6,2.1,mg,0.2,0.0,,3
Calcium,Population age 1+,1878,Meat & Poultry,Processed Meats,Bacon,0.3,0.0,0.2,0.3,mg,0.0,0.0,,3
Calcium,Population age 1+,902,Meat & Poultry,Processed Meats,Pork - Cured,0.2,0.0,0.2,0.2,mg,0.0,0.0,,3
Calcium,Population age 1+,6650,Meat & Poultry,Red Meat,Beef,3.8,0.1,3.5,4.1,mg,0.5,0.0,,3
Calcium,Population age 1+,2472,Meat & Poultry,Red Meat,Pork - Fresh,1.9,0.2,1.6,2.3,mg,0.2,0.0,,3
Calcium,Population age 1+,434,Meat & Poultry,Red Meat,Lamb - Veal & Game Meats,0.3,0.0,0.3,0.4,mg,0.0,0.0,,3
Calcium,Population age 1+,89,Meat & Poultry,Red Meat,Offal - Liver & Pates,0.0,0.0,0.0,0.1,mg,0.0,0.0,,3
Calcium,Population age 1+,14404,Meat Alternatives,,,32.8,1.2,30.4,35.2,mg,4.0,0.1,,1
Calcium,Population age 1+,11362,Meat Alternatives,Eggs,,11.9,0.4,11.1,12.7,mg,1.5,0.0,,2
Calcium,Population age 1+,1986,Meat Alternatives,Legumes,,3.9,0.2,3.5,4.4,mg,0.5,0.0,,2
Calcium,Population age 1+,6390,Meat Alternatives,Nuts - Seeds & Peanut Butter,,10.5,0.5,9.5,11.4,mg,1.3,0.1,,2
Calcium,Population age 1+,550,Meat Alternatives,Tofu & Meatless Products,,6.5,1.0,4.5,8.5,mg,0.8,0.1,,2
Calcium,Population age 1+,860,Nutritional Beverages & Bars,,,10.3,1.0,8.2,12.3,mg,1.3,0.1,,1
Calcium,Population age 1+,708,Nutritional Beverages & Bars,Meal Replacements & Nutritional Beverages,,8.0,0.8,6.4,9.7,mg,1.0,0.1,,2
Calcium,Population age 1+,187,Nutritional Beverages & Bars,Nutritional Bars,,2.3,0.4,1.4,3.1,mg,0.3,0.1,E,2
Calcium,Population age 1+,18438,Soups - Sauces - Spices & Other Ingredients,,,28.9,0.9,27.1,30.7,mg,3.5,0.1,,1
Calcium,Population age 1+,7054,Soups - Sauces - Spices & Other Ingredients,Sauces & Gravies,,4.1,0.2,3.7,4.4,mg,0.5,0.0,,2
Calcium,Population age 1+,4710,Soups - Sauces - Spices & Other Ingredients,Soups,,3.6,0.2,3.2,4.0,mg,0.4,0.0,,2
Calcium,Population age 1+,17547,Soups - Sauces - Spices & Other Ingredients,Spices - Seasonings & Other Ingredients,,21.2,0.9,19.4,23.0,mg,2.6,0.1,,2
Calcium,Population age 1+,16725,Sweets - Sugars & Savoury Snacks,,,34.8,1.0,32.8,36.9,mg,4.3,0.1,,1
Calcium,Population age 1+,6211,Sweets - Sugars & Savoury Snacks,Confectionary,,7.6,0.6,6.6,8.7,mg,0.9,0.1,,2
Calcium,Population age 1+,2912,Sweets - Sugars & Savoury Snacks,Frozen Desserts,,17.8,0.8,16.2,19.5,mg,2.2,0.1,,2
Calcium,Population age 1+,4652,Sweets - Sugars & Savoury Snacks,Savoury Snacks,,5.1,0.3,4.4,5.7,mg,0.6,0.0,,2
Calcium,Population age 1+,14214,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,,4.3,0.3,3.8,4.8,mg,0.5,0.0,,2
Calcium,Population age 1+,3815,Sweets - Sugars & Savoury Snacks,Confectionary,Chocolate - Candies & Bars,5.5,0.4,4.7,6.2,mg,0.7,0.0,,3
Calcium,Population age 1+,2559,Sweets - Sugars & Savoury Snacks,Confectionary,Candies,1.2,0.4,0.4,2.0,mg,0.1,0.1,E,3
Calcium,Population age 1+,703,Sweets - Sugars & Savoury Snacks,Confectionary,Jello - Dessert Toppings & Puddings,1.0,0.1,0.8,1.2,mg,0.1,0.0,,3
Calcium,Population age 1+,2447,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Frozen Dairy Products & analogues,17.6,0.8,16.0,19.2,mg,2.2,0.1,,3
Calcium,Population age 1+,560,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Popsicles & Sherbet,0.3,0.0,0.2,0.3,mg,0.0,0.0,,3
Calcium,Population age 1+,4750,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Other Sugars & Syrups,3.2,0.3,2.7,3.7,mg,0.4,0.0,,3
Calcium,Population age 1+,12217,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugars,0.7,0.0,0.6,0.8,mg,0.1,0.0,,3
Calcium,Population age 1+,2044,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Jams - Jellies & Marmalade,0.4,0.0,0.3,0.5,mg,0.0,0.0,,3
Calcium,Population age 1+,715,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugar Substitutes,0.0,0.0,0.0,0.0,mg,0.0,0.0,,3
Calcium,Adult males 19 y +,22,Baby Foods,,,0.3,0.1,0.0,0.6,mg,0.0,0.0,E,1
Calcium,Adult males 19 y +,21,Baby Foods,Baby Foods Products,,0.3,0.1,0.0,0.6,mg,0.0,0.0,E,2
Calcium,Adult males 19 y +,,Baby Foods,Infant Formula,,,,,,mg,,,<10,2
Calcium,Adult males 19 y +,6187,Beverages (Excluding Milks),,,67.8,2.1,63.7,71.8,mg,7.9,0.2,,1
Calcium,Adult males 19 y +,1946,Beverages (Excluding Milks),Alcohol,,9.5,0.5,8.5,10.6,mg,1.1,0.1,,2
Calcium,Adult males 19 y +,5104,Beverages (Excluding Milks),Coffee & Tea,,8.9,0.4,8.0,9.8,mg,1.0,0.1,,2
Calcium,Adult males 19 y +,53,Beverages (Excluding Milks),Energy Drinks,,0.2,0.0,0.1,0.2,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,479,Beverages (Excluding Milks),Fruit Drinks,,2.1,0.4,1.3,3.0,mg,0.3,0.1,E,2
Calcium,Adult males 19 y +,1862,Beverages (Excluding Milks),Fruit Juice,,13.7,1.3,11.1,16.3,mg,1.6,0.2,,2
Calcium,Adult males 19 y +,113,Beverages (Excluding Milks),Other Beverages,,,,,,mg,,,F,2
Calcium,Adult males 19 y +,1751,Beverages (Excluding Milks),Soft Drinks,,3.8,0.2,3.4,4.2,mg,0.4,0.0,,2
Calcium,Adult males 19 y +,128,Beverages (Excluding Milks),Sport Drinks,,0.1,0.0,0.0,0.2,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,174,Beverages (Excluding Milks),Tomato & Vegetable Juice,,1.2,0.2,0.8,1.5,mg,0.1,0.0,E,2
Calcium,Adult males 19 y +,24,Beverages (Excluding Milks),Vitamin Water,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,5620,Beverages (Excluding Milks),Water,,27.2,1.3,24.6,29.8,mg,3.2,0.2,,2
Calcium,Adult males 19 y +,4276,Beverages (Excluding Milks),Coffee & Tea,Coffee,8.1,0.4,7.3,8.9,mg,0.9,0.1,,3
Calcium,Adult males 19 y +,1782,Beverages (Excluding Milks),Coffee & Tea,Tea,0.8,0.2,0.5,1.1,mg,0.1,0.0,E,3
Calcium,Adult males 19 y +,5798,Dairy & Plant-Based Beverages,,,453.6,12.2,429.7,477.5,mg,52.9,0.7,,1
Calcium,Adult males 19 y +,3514,Dairy & Plant-Based Beverages,Cheeses,,198.4,8.6,181.5,215.3,mg,23.1,0.8,,2
Calcium,Adult males 19 y +,5221,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,229.1,7.3,214.7,243.4,mg,26.7,0.7,,2
Calcium,Adult males 19 y +,926,Dairy & Plant-Based Beverages,Yogurts,,26.1,2.0,22.2,30.0,mg,3.0,0.2,,2
Calcium,Adult males 19 y +,3759,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,103.6,4.5,94.8,112.4,mg,12.1,0.5,,3
Calcium,Adult males 19 y +,1819,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,52.6,3.3,46.2,59.0,mg,6.1,0.4,,3
Calcium,Adult males 19 y +,1648,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,29.3,4.1,21.3,37.4,mg,3.4,0.5,,3
Calcium,Adult males 19 y +,1812,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,19.1,1.9,15.5,22.8,mg,2.2,0.2,,3
Calcium,Adult males 19 y +,1727,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,12.8,1.3,10.3,15.3,mg,1.5,0.1,,3
Calcium,Adult males 19 y +,208,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,11.6,1.9,7.9,15.3,mg,1.4,0.2,,3
Calcium,Adult males 19 y +,5767,Fats & Oils,,,2.9,0.1,2.7,3.1,mg,0.3,0.0,,1
Calcium,Adult males 19 y +,333,Fats & Oils,Animal Fats,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,1787,Fats & Oils,Butter,,0.8,0.1,0.7,0.9,mg,0.1,0.0,,2
Calcium,Adult males 19 y +,3473,Fats & Oils,Margarines,,0.7,0.0,0.6,0.7,mg,0.1,0.0,,2
Calcium,Adult males 19 y +,2260,Fats & Oils,Salad Dressings,,1.4,0.1,1.2,1.6,mg,0.2,0.0,,2
Calcium,Adult males 19 y +,2319,Fats & Oils,Shortening,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,3212,Fats & Oils,Vegetable Oils,,0.0,0.0,0.0,0.0,mg,0.0,0.0,,2
Calcium,Adult males 19 y +,1146,Fish & Seafood,,,10.3,0.9,8.6,12.1,mg,1.2,0.1,,1
Calcium,Adult males 19 y +,910,Fish & Seafood,Fish,,7.6,0.8,6.1,9.2,mg,0.9,0.1,,2
Calcium,Adult males 19 y +,343,Fish & Seafood,Shellfish,,2.7,0.4,1.9,3.4,mg,0.3,0.0,,2
Calcium,Adult males 19 y +,5918,Fruits & Vegetables,,,69.7,1.8,66.2,73.2,mg,8.1,0.2,,1
Calcium,Adult males 19 y +,3876,Fruits & Vegetables,Fruits,,17.9,0.7,16.5,19.2,mg,2.1,0.1,,2
Calcium,Adult males 19 y +,5694,Fruits & Vegetables,Vegetables Including Potatoes,,51.9,1.5,48.8,54.9,mg,6.0,0.2,,2
Calcium,Adult males 19 y +,1019,Fruits & Vegetables,Fruits,Citrus Fruits,6.5,0.5,5.5,7.4,mg,0.8,0.1,,3
Calcium,Adult males 19 y +,1350,Fruits & Vegetables,Fruits,Apple,2.4,0.1,2.1,2.7,mg,0.3,0.0,,3
Calcium,Adult males 19 y +,603,Fruits & Vegetables,Fruits,Other Fruits,2.3,0.4,1.5,3.0,mg,0.3,0.0,E,3
Calcium,Adult males 19 y +,1590,Fruits & Vegetables,Fruits,Banana,1.7,0.1,1.5,1.8,mg,0.2,0.0,,3
Calcium,Adult males 19 y +,1066,Fruits & Vegetables,Fruits,Berries,1.6,0.1,1.3,1.9,mg,0.2,0.0,,3
Calcium,Adult males 19 y +,782,Fruits & Vegetables,Fruits,Grapes & Raisins,1.0,0.1,0.8,1.2,mg,0.1,0.0,,3
Calcium,Adult males 19 y +,247,Fruits & Vegetables,Fruits,Melons,0.9,0.1,0.6,1.2,mg,0.1,0.0,,3
Calcium,Adult males 19 y +,188,Fruits & Vegetables,Fruits,Pears,0.5,0.1,0.3,0.6,mg,0.1,0.0,E,3
Calcium,Adult males 19 y +,169,Fruits & Vegetables,Fruits,Cherries,0.3,0.1,0.2,0.4,mg,0.0,0.0,E,3
Calcium,Adult males 19 y +,170,Fruits & Vegetables,Fruits,Peaches & Nectarines,0.3,0.0,0.2,0.3,mg,0.0,0.0,,3
Calcium,Adult males 19 y +,252,Fruits & Vegetables,Fruits,Pineapples,0.4,0.1,0.3,0.5,mg,0.0,0.0,E,3
Calcium,Adult males 19 y +,110,Fruits & Vegetables,Fruits,Plums & Prunes,0.1,0.0,0.1,0.2,mg,0.0,0.0,,3
Calcium,Adult males 19 y +,4860,Fruits & Vegetables,Vegetables Including Potatoes,Other Vegetables,22.8,0.7,21.5,24.2,mg,2.7,0.1,,3
Calcium,Adult males 19 y +,2999,Fruits & Vegetables,Vegetables Including Potatoes,Dark Green Vegetables,17.1,1.1,15.0,19.2,mg,2.0,0.1,,3
Calcium,Adult males 19 y +,2838,Fruits & Vegetables,Vegetables Including Potatoes,Starchy Vegetables,7.0,0.4,6.3,7.7,mg,0.8,0.0,,3
Calcium,Adult males 19 y +,1991,Fruits & Vegetables,Vegetables Including Potatoes,Deep Yellow or Orange Vegetables,5.0,0.3,4.3,5.6,mg,0.6,0.0,,3
Calcium,Adult males 19 y +,6068,Grain Products,,,113.2,2.0,109.3,117.1,mg,13.2,0.3,,1
Calcium,Adult males 19 y +,5104,Grain Products,Breads,,80.3,1.9,76.6,84.1,mg,9.4,0.2,,2
Calcium,Adult males 19 y +,1921,Grain Products,Breakfast Cereals,,14.5,1.0,12.6,16.4,mg,1.7,0.1,,2
Calcium,Adult males 19 y +,1375,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,,5.2,0.4,4.4,6.0,mg,0.6,0.0,,2
Calcium,Adult males 19 y +,4551,Grain Products,Pasta - Rice - Cereal - Grains & Flours,,13.2,0.5,12.3,14.1,mg,1.5,0.1,,2
Calcium,Adult males 19 y +,2752,Grain Products,Breads,White Breads & Rolls,39.5,1.5,36.6,42.3,mg,4.6,0.2,,3
Calcium,Adult males 19 y +,1980,Grain Products,Breads,Whole Grain & Whole Wheat Breads & Rolls,21.9,1.0,19.9,23.9,mg,2.6,0.1,,3
Calcium,Adult males 19 y +,1885,Grain Products,Breads,Other Bread Products,17.7,1.1,15.6,19.9,mg,2.1,0.1,,3
Calcium,Adult males 19 y +,593,Grain Products,Breads,Crackers & Crispbreads,1.2,0.1,0.9,1.5,mg,0.1,0.0,,3
Calcium,Adult males 19 y +,1481,Grain Products,Breakfast Cereals,Whole Grain - Oats & High Fibre Breakfast Cereals,11.5,0.9,9.7,13.3,mg,1.3,0.1,,3
Calcium,Adult males 19 y +,523,Grain Products,Breakfast Cereals,Breakfast Cereal (Other),3.0,0.4,2.3,3.7,mg,0.3,0.0,,3
Calcium,Adult males 19 y +,383,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Granola Bars,2.8,0.3,2.2,3.4,mg,0.3,0.0,,3
Calcium,Adult males 19 y +,987,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cookies,1.7,0.1,1.4,2.0,mg,0.2,0.0,,3
Calcium,Adult males 19 y +,33,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cakes,0.1,0.0,0.0,0.2,mg,0.0,0.0,,3
Calcium,Adult males 19 y +,26,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Danishes - Doughnuts & Other Pastries,0.1,0.0,0.0,0.1,mg,0.0,0.0,,3
Calcium,Adult males 19 y +,40,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Biscuits,,,,,mg,,,F,3
Calcium,Adult males 19 y +,3442,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Cereal - Grains & Flours,4.5,0.2,4.1,4.9,mg,0.5,0.0,,3
Calcium,Adult males 19 y +,1250,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Pasta,4.2,0.3,3.5,4.8,mg,0.5,0.0,,3
Calcium,Adult males 19 y +,1449,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Rice,4.5,0.3,3.9,5.0,mg,0.5,0.0,,3
Calcium,Adult males 19 y +,5408,Meat & Poultry,,,21.9,0.7,20.6,23.3,mg,2.6,0.1,,1
Calcium,Adult males 19 y +,2399,Meat & Poultry,Poultry,,7.0,0.4,6.2,7.8,mg,0.8,0.0,,2
Calcium,Adult males 19 y +,2687,Meat & Poultry,Processed Meats,,6.6,0.4,5.9,7.4,mg,0.8,0.0,,2
Calcium,Adult males 19 y +,3058,Meat & Poultry,Red Meat,,8.3,0.5,7.4,9.3,mg,1.0,0.1,,2
Calcium,Adult males 19 y +,2227,Meat & Poultry,Poultry,Chicken,6.3,0.4,5.6,7.1,mg,0.7,0.0,,3
