Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Food group_level1,Food group_level2,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Calcium,Population age 1+,186,Baby Foods,,,1.796736533,0.520911792,0.773290801,2.820182264,mg,0.219986916,0.063646164,E,1
Calcium,Population age 1+,154,Baby Foods,Baby Foods Products,,1.397034116,0.492518285,0.429373672,2.364694561,mg,0.171048577,0.06012855,F,2
Calcium,Population age 1+,51,Baby Foods,Infant Formula,,0.399702416,0.117906416,0.168049341,0.631355491,mg,0.048938339,0.014440881,E,2
Calcium,Population age 1+,19574,Beverages (Excluding Milks),,,58.28940581,1.025923056,56.27375443,60.30505719,mg,7.136776254,0.129663456,,1
Calcium,Population age 1+,3540,Beverages (Excluding Milks),Alcohol,,5.579936911,0.245459218,5.097678317,6.062195505,mg,0.683190379,0.030220694,,2
Calcium,Population age 1+,12127,Beverages (Excluding Milks),Coffee & Tea,,6.523523768,0.19113282,6.148001325,6.89904621,mg,0.798720263,0.024226296,,2
Calcium,Population age 1+,9217,Beverages (Excluding Milks),Coffee & Tea,Coffee,5.683756862,0.178472656,5.333108094,6.03440563,mg,0.695901776,0.022403141,,3
Calcium,Population age 1+,5357,Beverages (Excluding Milks),Coffee & Tea,Tea,0.839766906,0.070732738,0.700796891,0.97873692,mg,0.102818487,0.008724242,,3
Calcium,Population age 1+,103,Beverages (Excluding Milks),Energy Drinks,,0.094492068,0.017408434,0.060289373,0.128694763,mg,0.011569319,0.002116743,,2
Calcium,Population age 1+,2096,Beverages (Excluding Milks),Fruit Drinks,,2.23040823,0.212913432,1.812092987,2.648723474,mg,0.27308435,0.026066418,,2
Calcium,Population age 1+,6617,Beverages (Excluding Milks),Fruit Juice,,13.24938131,0.679142737,11.91505611,14.58370652,mg,1.622213653,0.083546217,,2
Calcium,Population age 1+,541,Beverages (Excluding Milks),Other Beverages,,1.321594556,0.197493317,0.933575518,1.709613593,mg,0.161811988,0.023923624,,2
Calcium,Population age 1+,4394,Beverages (Excluding Milks),Soft Drinks,,2.818728383,0.103443583,2.615490723,3.021966042,mg,0.345116467,0.012559755,,2
Calcium,Population age 1+,320,Beverages (Excluding Milks),Sport Drinks,,0.067742622,0.012427745,0.043325585,0.092159659,mg,0.008294199,0.001523144,,2
Calcium,Population age 1+,454,Beverages (Excluding Milks),Tomato & Vegetable Juice,,0.817960679,0.08902861,0.643044402,0.992876956,mg,0.100148599,0.010835287,,2
Calcium,Population age 1+,82,Beverages (Excluding Milks),Vitamin Water,,0.086703097,0.024838711,0.037901988,0.135504206,mg,0.010615661,0.003024484,,2
Calcium,Population age 1+,18272,Beverages (Excluding Milks),Water,,25.49893418,0.660292133,24.20164513,26.79622323,mg,3.122011375,0.081855899,,2
Calcium,Population age 1+,18629,Dairy & Plant-Based Beverages,,,453.2369729,6.563984896,440.3405815,466.1333642,mg,55.49294628,0.363176559,,1
Calcium,Population age 1+,11627,Dairy & Plant-Based Beverages,Cheeses,,172.7296133,4.16229924,164.5518614,180.9073652,mg,21.14848462,0.393993459,,2
Calcium,Population age 1+,17005,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,246.2749017,4.106552999,238.2066755,254.3431278,mg,30.1531444,0.357675781,,2
Calcium,Population age 1+,6481,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,54.83816648,2.091838211,50.72829045,58.94804252,mg,6.714217085,0.246091951,,3
Calcium,Population age 1+,12441,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,115.9444176,2.626828953,110.7834346,121.1054005,mg,14.19587924,0.290812623,,3
Calcium,Population age 1+,4411,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,9.980413385,0.555666044,8.888685286,11.07214148,mg,1.221971236,0.067528479,,3
Calcium,Population age 1+,814,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,11.82628824,0.981144582,9.898614012,13.75396246,mg,1.447974497,0.118289885,,3
Calcium,Population age 1+,6026,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,19.53159991,1.066446821,17.43633069,21.62686914,mg,2.39138925,0.124704599,,3
Calcium,Population age 1+,5835,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,34.15401607,2.050861202,30.12464838,38.18338376,mg,4.181713083,0.239490036,,3
Calcium,Population age 1+,4392,Dairy & Plant-Based Beverages,Yogurts,,34.23245794,1.328952091,31.6214394,36.84347648,mg,4.191317265,0.158863142,,2
Calcium,Population age 1+,18258,Fats & Oils,,,2.541542193,0.058681351,2.426249779,2.656834608,mg,0.311178639,0.00707122,,1
Calcium,Population age 1+,944,Fats & Oils,Animal Fats,,0.009519618,0.001691196,0.006196892,0.012842344,mg,0.001165553,0.000207718,,2
Calcium,Population age 1+,5492,Fats & Oils,Butter,,0.732583626,0.030323892,0.673005673,0.792161578,mg,0.089695295,0.003727007,,2
Calcium,Population age 1+,10649,Fats & Oils,Margarines,,0.553274256,0.013593237,0.526567354,0.579981158,mg,0.067741205,0.001673537,,2
Calcium,Population age 1+,6743,Fats & Oils,Salad Dressings,,1.226324507,0.047412464,1.133172299,1.319476715,mg,0.150147415,0.0056907,,2
Calcium,Population age 1+,7605,Fats & Oils,Shortening,,0.00232343,0.000305196,0.001723806,0.002923054,mg,0.000284474,3.76E-05,,2
Calcium,Population age 1+,10208,Fats & Oils,Vegetable Oils,,0.017516756,0.000611752,0.016314835,0.018718678,mg,0.002144698,7.61E-05,,2
Calcium,Population age 1+,3197,Fish & Seafood,,,7.957379598,0.499542145,6.975919236,8.93883996,mg,0.974277177,0.061832292,,1
Calcium,Population age 1+,2522,Fish & Seafood,Fish,,5.818119047,0.462738631,4.90896728,6.727270814,mg,0.71235267,0.056961627,,2
Calcium,Population age 1+,924,Fish & Seafood,Shellfish,,2.139260551,0.19297175,1.760125126,2.518395976,mg,0.261924507,0.023712019,,2
Calcium,Population age 1+,18914,Fruits & Vegetables,,,66.40343604,1.052559105,64.33545229,68.4714198,mg,8.130233255,0.136016089,,1
Calcium,Population age 1+,13689,Fruits & Vegetables,Fruits,,18.6326807,0.436023189,17.77601729,19.48934411,mg,2.281328336,0.054453171,,2
Calcium,Population age 1+,5026,Fruits & Vegetables,Fruits,Apple,2.388402945,0.078191458,2.234778636,2.542027254,mg,0.292428739,0.009799582,,3
Calcium,Population age 1+,5308,Fruits & Vegetables,Fruits,Banana,1.458261536,0.039369765,1.380910978,1.535612094,mg,0.178545074,0.004982937,,3
Calcium,Population age 1+,4326,Fruits & Vegetables,Fruits,Berries,1.984189312,0.077984026,1.83097255,2.137406075,mg,0.24293806,0.009687164,,3
Calcium,Population age 1+,513,Fruits & Vegetables,Fruits,Cherries,0.263944452,0.032006347,0.201060948,0.326827957,mg,0.03231655,0.003909585,,3
Calcium,Population age 1+,3372,Fruits & Vegetables,Fruits,Citrus Fruits,6.73548575,0.287229554,6.171160147,7.299811353,mg,0.824672238,0.035182399,,3
Calcium,Population age 1+,2881,Fruits & Vegetables,Fruits,Grapes & Raisins,1.166301807,0.070861483,1.027078845,1.305524768,mg,0.14279842,0.008794111,,3
Calcium,Population age 1+,982,Fruits & Vegetables,Fruits,Melons,0.946161151,0.086143431,0.776913443,1.11540886,mg,0.115845072,0.010479411,,3
Calcium,Population age 1+,2103,Fruits & Vegetables,Fruits,Other Fruits,2.297964204,0.238715204,1.828955708,2.7669727,mg,0.281355696,0.029117666,,3
Calcium,Population age 1+,666,Fruits & Vegetables,Fruits,Peaches & Nectarines,0.290611029,0.022919356,0.245580916,0.335641143,mg,0.035581524,0.00280917,,3
Calcium,Population age 1+,722,Fruits & Vegetables,Fruits,Pears,0.525374692,0.04270337,0.441474533,0.60927485,mg,0.064325268,0.005263844,,3
Calcium,Population age 1+,847,Fruits & Vegetables,Fruits,Pineapples,0.431080769,0.042562733,0.347456922,0.514704616,mg,0.052780209,0.005114439,,3
Calcium,Population age 1+,315,Fruits & Vegetables,Fruits,Plums & Prunes,0.144903054,0.020354669,0.104911833,0.184894275,mg,0.017741486,0.00248863,,3
Calcium,Population age 1+,17977,Fruits & Vegetables,Vegetables Including Potatoes,,47.77075534,0.871995932,46.05752764,49.48398305,mg,5.848904919,0.111428033,,2
Calcium,Population age 1+,9274,Fruits & Vegetables,Vegetables Including Potatoes,Dark Green Vegetables,16.784379,0.633628557,15.5394764,18.02928159,mg,2.055027938,0.078373832,,3
Calcium,Population age 1+,6318,Fruits & Vegetables,Vegetables Including Potatoes,Deep Yellow or Orange Vegetables,4.563834925,0.186092841,4.198214627,4.929455222,mg,0.558781965,0.023016054,,3
Calcium,Population age 1+,15195,Fruits & Vegetables,Vegetables Including Potatoes,Other Vegetables,20.67911421,0.380415094,19.93170513,21.4265233,mg,2.531887386,0.048524751,,3
Calcium,Population age 1+,8457,Fruits & Vegetables,Vegetables Including Potatoes,Starchy Vegetables,5.743427207,0.185043702,5.379868174,6.10698624,mg,0.70320763,0.0226357,,3
Calcium,Population age 1+,19327,Grain Products,,,102.8914273,1.18687336,100.5595536,105.2233009,mg,12.5977111,0.147503465,,1
Calcium,Population age 1+,16168,Grain Products,Breads,,69.57364767,1.057663139,67.49563592,71.65165942,mg,8.518384253,0.125272364,,2
Calcium,Population age 1+,2918,Grain Products,Breads,Crackers & Crispbreads,2.229785068,0.140490496,1.953760603,2.505809534,mg,0.273008052,0.016802136,,3
Calcium,Population age 1+,6257,Grain Products,Breads,Other Bread Products,16.81293464,0.63619152,15.56299654,18.06287274,mg,2.058524204,0.075515276,,3
Calcium,Population age 1+,8159,Grain Products,Breads,White Breads & Rolls,31.21038559,0.745327161,29.74602653,32.67474465,mg,3.821303985,0.094234029,,3
Calcium,Population age 1+,5962,Grain Products,Breads,Whole Grain & Whole Wheat Breads & Rolls,19.32054237,0.55693458,18.22632196,20.41476279,mg,2.365548012,0.066725578,,3
Calcium,Population age 1+,6966,Grain Products,Breakfast Cereals,,15.45282232,0.514393222,14.44218376,16.46346089,mg,1.891996219,0.062660026,,2
Calcium,Population age 1+,2573,Grain Products,Breakfast Cereals,Breakfast Cereal (Other),5.031552198,0.307765914,4.426878402,5.636225995,mg,0.616047835,0.036513511,,3
Calcium,Population age 1+,4760,Grain Products,Breakfast Cereals,Whole Grain - Oats & High Fibre Breakfast Cereals,10.42127013,0.451237501,9.534714857,11.3078254,mg,1.275948384,0.056386219,,3
Calcium,Population age 1+,5437,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,,5.211269316,0.224928764,4.769347311,5.653191321,mg,0.638051848,0.027913051,,2
Calcium,Population age 1+,106,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Biscuits,0.485194123,0.122766536,0.243992276,0.726395971,mg,0.059405682,0.015040686,E,3
Calcium,Population age 1+,161,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cakes,0.110748176,0.021300286,0.068899081,0.152597271,mg,0.013559667,0.00258696,,3
Calcium,Population age 1+,3755,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Cookies,1.773679667,0.080980156,1.614576348,1.932782985,mg,0.217163904,0.010091403,,3
Calcium,Population age 1+,130,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Danishes - Doughnuts & Other Pastries,0.078315923,0.019392987,0.040214136,0.11641771,mg,0.009588762,0.00237161,,3
Calcium,Population age 1+,1777,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Granola Bars,2.757390437,0.157349196,2.448243351,3.066537523,mg,0.337606437,0.019180297,,3
Calcium,Population age 1+,5,Grain Products,Cookies - Cakes - Pies - Biscuits & Granola Bars,Muffins & Quick Breads,0.00594099,0.002808739,0.000422605,0.011459375,mg,0.000727397,0.000343016,<10,3
Calcium,Population age 1+,14820,Grain Products,Pasta - Rice - Cereal - Grains & Flours,,12.65368795,0.306973013,12.05057198,13.25680391,mg,1.549278782,0.040236055,,2
Calcium,Population age 1+,11102,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Cereal - Grains & Flours,3.852330754,0.10284918,3.650260929,4.054400578,mg,0.471667574,0.012787984,,3
Calcium,Population age 1+,4543,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Pasta,4.684158984,0.253474063,4.186153465,5.182164503,mg,0.573514074,0.031290982,,3
Calcium,Population age 1+,4598,Grain Products,Pasta - Rice - Cereal - Grains & Flours,Rice,4.117198209,0.160948722,3.800979063,4.433417355,mg,0.504097134,0.020758805,,3
Calcium,Population age 1+,16680,Meat & Poultry,,,16.81931918,0.317731709,16.19506538,17.44357297,mg,2.059305907,0.041325725,,1
Calcium,Population age 1+,7748,Meat & Poultry,Poultry,,5.717932184,0.189913561,5.344805244,6.091059124,mg,0.700086097,0.024848255,,2
Calcium,Population age 1+,7209,Meat & Poultry,Poultry,Chicken,5.25925552,0.179693231,4.906208664,5.612302376,mg,0.643927132,0.023391601,,3
Calcium,Population age 1+,730,Meat & Poultry,Poultry,Turkey & Other Poultry,0.458676664,0.067494146,0.326069577,0.591283751,mg,0.056158965,0.008278193,E,3
Calcium,Population age 1+,7707,Meat & Poultry,Processed Meats,,4.998054125,0.192915858,4.619028511,5.377079739,mg,0.611946433,0.02325381,,2
Calcium,Population age 1+,1878,Meat & Poultry,Processed Meats,Bacon,0.283395583,0.021953046,0.240263997,0.326527169,mg,0.034698087,0.002689178,,3
Calcium,Population age 1+,902,Meat & Poultry,Processed Meats,Pork - Cured,0.179171841,0.014817858,0.150058902,0.20828478,mg,0.021937251,0.001811338,,3
Calcium,Population age 1+,4204,Meat & Poultry,Processed Meats,Luncheon Meat,2.703562061,0.166344209,2.376742294,3.030381827,mg,0.331015855,0.020115657,,3
Calcium,Population age 1+,2502,Meat & Poultry,Processed Meats,Sausage,1.83192464,0.120445999,1.595281996,2.068567283,mg,0.22429524,0.014689909,,3
Calcium,Population age 1+,8751,Meat & Poultry,Red Meat,,6.103332867,0.210889589,5.688993909,6.517671826,mg,0.747273376,0.025802549,,2
Calcium,Population age 1+,6650,Meat & Poultry,Red Meat,Beef,3.797738556,0.135800821,3.530927989,4.064549122,mg,0.464983473,0.016612018,,3
Calcium,Population age 1+,434,Meat & Poultry,Red Meat,Lamb - Veal & Game Meats,0.346712778,0.037740889,0.272562505,0.420863052,mg,0.04245045,0.004687374,,3
Calcium,Population age 1+,89,Meat & Poultry,Red Meat,Offal - Liver & Pates,0.039265444,0.008476447,0.0226116,0.055919288,mg,0.004807541,0.001032733,,3
Calcium,Population age 1+,2472,Meat & Poultry,Red Meat,Pork - Fresh,1.91961609,0.173570965,1.578597772,2.260634407,mg,0.235031912,0.021092609,,3
Calcium,Population age 1+,14404,Meat Alternatives,,,32.80483536,1.217693181,30.41240942,35.19726131,mg,4.016523531,0.145461022,,1
Calcium,Population age 1+,11362,Meat Alternatives,Eggs,,11.8863648,0.404000434,11.09261714,12.68011247,mg,1.455330088,0.048569509,,2
Calcium,Population age 1+,1986,Meat Alternatives,Legumes,,3.938075044,0.218732963,3.508326053,4.367824036,mg,0.482165843,0.026559855,,2
Calcium,Population age 1+,6390,Meat Alternatives,Nuts - Seeds & Peanut Butter,,10.48177686,0.490571852,9.517940614,11.44561311,mg,1.283356644,0.060333894,,2
Calcium,Population age 1+,550,Meat Alternatives,Tofu & Meatless Products,,6.498618653,1.011049247,4.51219014,8.485047166,mg,0.795670957,0.122743575,,2
Calcium,Population age 1+,860,Nutritional Beverages & Bars,,,10.28684808,1.04144318,8.240704,12.33299215,mg,1.259490161,0.127116759,,1
Calcium,Population age 1+,708,Nutritional Beverages & Bars,Meal Replacements & Nutritional Beverages,,8.029829635,0.835800427,6.387715956,9.671943314,mg,0.983147738,0.102057176,,2
Calcium,Population age 1+,187,Nutritional Beverages & Bars,Nutritional Bars,,2.257018441,0.445669641,1.381402457,3.132634425,mg,0.276342423,0.054417279,E,2
Calcium,Population age 1+,18438,Soups - Sauces - Spices & Other Ingredients,,,28.88559007,0.929941844,27.05851489,30.71266526,mg,3.536663146,0.110443858,,1
Calcium,Population age 1+,7054,Soups - Sauces - Spices & Other Ingredients,Sauces & Gravies,,4.059095605,0.181104959,3.703275099,4.414916111,mg,0.496983229,0.021491471,,2
Calcium,Population age 1+,4710,Soups - Sauces - Spices & Other Ingredients,Soups,,3.621294022,0.203878173,3.220730532,4.021857512,mg,0.443380145,0.02550424,,2
Calcium,Population age 1+,17547,Soups - Sauces - Spices & Other Ingredients,Spices - Seasonings & Other Ingredients,,21.20520045,0.896488537,19.44385163,22.96654926,mg,2.596299772,0.106889403,,2
Calcium,Population age 1+,16725,Sweets - Sugars & Savoury Snacks,,,34.8323678,1.039193572,32.79064357,36.87409202,mg,4.26476839,0.124889627,,1
Calcium,Population age 1+,6211,Sweets - Sugars & Savoury Snacks,Confectionary,,7.647428951,0.551940487,6.563020528,8.731837375,mg,0.93632777,0.067772066,,2
Calcium,Population age 1+,2559,Sweets - Sugars & Savoury Snacks,Confectionary,Candies,1.210362199,0.416324677,0.392400849,2.02832355,mg,0.148193039,0.050838676,E,3
Calcium,Population age 1+,3815,Sweets - Sugars & Savoury Snacks,Confectionary,Chocolate - Candies & Bars,5.460366808,0.393349444,4.687545351,6.233188265,mg,0.668550582,0.048374418,,3
Calcium,Population age 1+,703,Sweets - Sugars & Savoury Snacks,Confectionary,Jello - Dessert Toppings & Puddings,0.976699944,0.095706928,0.788662644,1.164737244,mg,0.119584149,0.011569023,,3
Calcium,Population age 1+,2912,Sweets - Sugars & Savoury Snacks,Frozen Desserts,,17.84579368,0.822209356,16.23038265,19.46120471,mg,2.1849843,0.100099853,,2
Calcium,Population age 1+,2447,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Frozen Dairy Products & Analogues,17.58957322,0.821287313,15.97597374,19.20317269,mg,2.153613452,0.100031905,,3
Calcium,Population age 1+,560,Sweets - Sugars & Savoury Snacks,Frozen Desserts,Popsicles & Sherbet,0.256220461,0.044385239,0.169015902,0.34342502,mg,0.031370848,0.005401746,,3
Calcium,Population age 1+,4652,Sweets - Sugars & Savoury Snacks,Savoury Snacks,,5.068158655,0.336752584,4.406534172,5.729783137,mg,0.620529817,0.039593549,,2
Calcium,Population age 1+,14214,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,,4.270986513,0.258288627,3.763521723,4.778451302,mg,0.522926503,0.031764329,,2
Calcium,Population age 1+,2044,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Jams - Jellies & Marmalade,0.402854823,0.032411085,0.339176122,0.466533525,mg,0.04932431,0.00401848,,3
Calcium,Population age 1+,4750,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Other Sugars & Syrups,3.164933633,0.250919614,2.671946889,3.657920376,mg,0.387504777,0.030703701,,3
Calcium,Population age 1+,715,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugar Substitutes,0,0,0,0,mg,0,0,,3
Calcium,Population age 1+,12217,Sweets - Sugars & Savoury Snacks,Sugars - Syrups & Preserves ,Sugars,0.703198056,0.042423349,0.61984806,0.786548052,mg,0.086097415,0.005234577,,3
Calcium,Children 1 to 8 y,122,Baby Foods,,,11.65155314,3.157007044,5.448918776,17.85418751,mg,1.26092671,0.33905362,E,1
Calcium,Children 1 to 8 y,95,Baby Foods,Baby Foods Products,,7.18660785,2.459747724,2.353892701,12.019323,mg,0.777732005,0.264011332,F,2
Calcium,Children 1 to 8 y,46,Baby Foods,Infant Formula,,4.464945293,1.339177793,1.833836118,7.096054468,mg,0.483194705,0.144231573,E,2
Calcium,Children 1 to 8 y,2443,Beverages (Excluding Milks),,,38.22087059,1.883644219,34.52003742,41.92170375,mg,4.136248276,0.212596013,,1
Calcium,Children 1 to 8 y,20,Beverages (Excluding Milks),Alcohol,,0.017172194,0.015435345,-0.013153935,0.047498323,mg,0.001858368,0.001661324,,2
Calcium,Children 1 to 8 y,141,Beverages (Excluding Milks),Coffee & Tea,,0.262857091,0.062743691,0.139583316,0.386130866,mg,0.028446296,0.006814045,E,2
Calcium,Children 1 to 8 y,8,Beverages (Excluding Milks),Coffee & Tea,Coffee,0.014429281,0.006818786,0.001032278,0.027826284,mg,0.001561531,0.000734745,<10,3
Calcium,Children 1 to 8 y,133,Beverages (Excluding Milks),Coffee & Tea,Tea,0.24842781,0.062620366,0.125396333,0.371459286,mg,0.026884764,0.00679706,F,3
Calcium,Children 1 to 8 y,1,Beverages (Excluding Milks),Energy Drinks,,0.003111435,0.003394995,-0.003558778,0.009781648,mg,0.000336718,0.00036718,<10,2
Calcium,Children 1 to 8 y,357,Beverages (Excluding Milks),Fruit Drinks,,3.213657192,0.400084119,2.427603987,3.999710396,mg,0.347780776,0.043297329,,2
Calcium,Children 1 to 8 y,1159,Beverages (Excluding Milks),Fruit Juice,,20.43686414,1.870900669,16.76106848,24.1126598,mg,2.21166977,0.206433294,,2
Calcium,Children 1 to 8 y,77,Beverages (Excluding Milks),Other Beverages,,1.113424827,0.273435518,0.57620064,1.650649014,mg,0.120494417,0.029018614,E,2
Calcium,Children 1 to 8 y,142,Beverages (Excluding Milks),Soft Drinks,,0.409838646,0.061064909,0.289863207,0.529814084,mg,0.044352584,0.006559491,E,2
Calcium,Children 1 to 8 y,21,Beverages (Excluding Milks),Sport Drinks,,0.011278456,0.005034096,0.001387868,0.021169044,mg,0.00122055,0.000544612,,2
Calcium,Children 1 to 8 y,52,Beverages (Excluding Milks),Tomato & Vegetable Juice,,0.448017201,0.119256409,0.213711769,0.682322633,mg,0.048484253,0.012824256,E,2
Calcium,Children 1 to 8 y,2,Beverages (Excluding Milks),Vitamin Water,,0.001206263,0.000892258,-0.000546773,0.002959299,mg,0.000130541,9.60E-05,<10,2
Calcium,Children 1 to 8 y,2344,Beverages (Excluding Milks),Water,,12.30344314,0.408314286,11.50121997,13.10566632,mg,1.331474001,0.04777466,,2
Calcium,Children 1 to 8 y,2436,Dairy & Plant-Based Beverages,,,635.0805195,14.38392699,606.8201328,663.3409062,mg,68.72817557,0.64763167,,1
Calcium,Children 1 to 8 y,1632,Dairy & Plant-Based Beverages,Cheeses,,162.9491821,7.778983489,147.6656589,178.2327052,mg,17.63429935,0.742949253,,2
Calcium,Children 1 to 8 y,2341,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,,412.448704,11.70657045,389.4485728,435.4488352,mg,44.63504401,0.848935028,,2
Calcium,Children 1 to 8 y,854,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,1% Milk,70.99749712,8.07427593,55.13380702,86.86118721,mg,7.683322503,0.829891516,,3
Calcium,Children 1 to 8 y,1810,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,2% Milk,195.1534229,8.642573608,178.173187,212.1336587,mg,21.11943021,0.856245283,,3
Calcium,Children 1 to 8 y,253,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Cream & Other Types of Milk,4.258322792,1.017361913,2.259491659,6.257153924,mg,0.460834095,0.110014144,E,3
Calcium,Children 1 to 8 y,128,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Plant-Based Beverages,10.48309604,1.756727906,7.031617876,13.93457421,mg,1.134476721,0.190138974,E,3
Calcium,Children 1 to 8 y,739,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Skim Milk,11.24542656,1.874696841,7.562172486,14.92868063,mg,1.216975843,0.201317611,E,3
Calcium,Children 1 to 8 y,1078,Dairy & Plant-Based Beverages,Milks & Plant-Based Beverages,Whole Milk,120.3109386,7.513232463,105.5495418,135.0723355,mg,13.02000464,0.776154636,,3
Calcium,Children 1 to 8 y,1032,Dairy & Plant-Based Beverages,Yogurts,,59.68263347,3.190185111,53.41481349,65.95045344,mg,6.458832204,0.337408693,,2
Calcium,Children 1 to 8 y,2270,Fats & Oils,,,1.216848285,0.072989514,1.07344434,1.360252231,mg,0.131686865,0.008222626,,1
Calcium,Children 1 to 8 y,83,Fats & Oils,Animal Fats,,0.008255812,0.003259417,0.001851971,0.014659653,mg,0.000893441,0.000352374,,2
Calcium,Children 1 to 8 y,657,Fats & Oils,Butter,,0.420738646,0.036471282,0.349082795,0.492394497,mg,0.045532178,0.003973258,,2
Calcium,Children 1 to 8 y,1330,Fats & Oils,Margarines,,0.383258522,0.020720588,0.342548372,0.423968672,mg,0.041476093,0.002284086,,2
Calcium,Children 1 to 8 y,463,Fats & Oils,Salad Dressings,,0.391668713,0.059050701,0.275650629,0.507686796,mg,0.042386241,0.006480822,E,2
Calcium,Children 1 to 8 y,1035,Fats & Oils,Shortening,,0.001512919,0.000432704,0.000662777,0.002363061,mg,0.000163727,4.67E-05,,2
Calcium,Children 1 to 8 y,1330,Fats & Oils,Vegetable Oils,,0.011413674,0.000982466,0.009483404,0.013343944,mg,0.001235183,0.000104634,,2
Calcium,Children 1 to 8 y,298,Fish & Seafood,,,3.320069844,0.558538204,2.222698755,4.417440932,mg,0.359296713,0.060487747,E,1
Calcium,Children 1 to 8 y,257,Fish & Seafood,Fish,,2.621484573,0.481242455,1.675977975,3.566991171,mg,0.283696077,0.052236512,E,2
Calcium,Children 1 to 8 y,50,Fish & Seafood,Shellfish,,0.698585271,0.282388645,0.143770697,1.253399844,mg,0.075600636,0.030407171,F,2
Calcium,Children 1 to 8 y,2428,Fruits & Vegetables,,,48.29289944,1.541981986,45.26333684,51.32246203,mg,5.22623946,0.164905791,,1
Calcium,Children 1 to 8 y,2117,Fruits & Vegetables,Fruits,,20.12663472,0.82524078,18.50526779,21.74800165,mg,2.178096859,0.09213691,,2
Calcium,Children 1 to 8 y,978,Fruits & Vegetables,Fruits,Apple,3.186815398,0.198684384,2.796456247,3.577174549,mg,0.344875967,0.022222062,,3
Calcium,Children 1 to 8 y,873,Fruits & Vegetables,Fruits,Banana,1.452006124,0.084405395,1.28617317,1.617839079,mg,0.157135558,0.009019688,,3
Calcium,Children 1 to 8 y,830,Fruits & Vegetables,Fruits,Berries,3.066174628,0.270609598,2.534502584,3.597846673,mg,0.331820268,0.028933101,,3
Calcium,Children 1 to 8 y,47,Fruits & Vegetables,Fruits,Cherries,0.212533335,0.070265174,0.074481954,0.350584716,mg,0.023000278,0.00757226,F,3
Calcium,Children 1 to 8 y,421,Fruits & Vegetables,Fruits,Citrus Fruits,6.411980069,0.560280268,5.311186312,7.512773826,mg,0.693902078,0.061243712,,3
Calcium,Children 1 to 8 y,572,Fruits & Vegetables,Fruits,Grapes & Raisins,1.788761798,0.285307785,1.228211934,2.349311662,mg,0.193579131,0.030395725,E,3
Calcium,Children 1 to 8 y,219,Fruits & Vegetables,Fruits,Melons,1.187226891,0.164675848,0.863684986,1.510768795,mg,0.128481249,0.017717764,E,3
Calcium,Children 1 to 8 y,260,Fruits & Vegetables,Fruits,Other Fruits,1.427363183,0.198619402,1.037131703,1.817594663,mg,0.154468708,0.021990145,,3
Calcium,Children 1 to 8 y,118,Fruits & Vegetables,Fruits,Peaches & Nectarines,0.346666269,0.065023476,0.218913354,0.474419183,mg,0.037516094,0.006954159,E,3
Calcium,Children 1 to 8 y,133,Fruits & Vegetables,Fruits,Pears,0.5908857,0.109238128,0.376263383,0.805508017,mg,0.063945429,0.011904932,E,3
Calcium,Children 1 to 8 y,94,Fruits & Vegetables,Fruits,Pineapples,0.349761117,0.078410107,0.195707225,0.503815009,mg,0.037851017,0.008410713,E,3
Calcium,Children 1 to 8 y,37,Fruits & Vegetables,Fruits,Plums & Prunes,0.106460209,0.033818081,0.040017155,0.172903264,mg,0.011521084,0.003668147,,3
