Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Fer,Population 1 an et +,6318,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,0.1,0,0.1,0.1,mg,0.5,0,,3
Fer,Population 1 an et +,19327,des,Produits céréaliers,,,,,6,0.1,5.9,6.1,mg,48.6,0.3,,1
Fer,Population 1 an et +,16168,des,Produits céréaliers,des,Pains,,,2.7,0,2.6,2.7,mg,21.7,0.3,,2
Fer,Population 1 an et +,6966,des,Produits céréaliers,des,Céréales pour déjeuner,,,1.4,0,1.3,1.4,mg,11.1,0.3,,2
Fer,Population 1 an et +,5437,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,0.3,0,0.3,0.4,mg,2.7,0.1,,2
Fer,Population 1 an et +,14820,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,1.6,0,1.6,1.7,mg,13.2,0.2,,2
Fer,Population 1 an et +,8159,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,1.2,0,1.2,1.3,mg,10,0.3,,3
Fer,Population 1 an et +,6257,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,0.7,0,0.7,0.8,mg,5.9,0.2,,3
Fer,Population 1 an et +,5962,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,0.6,0,0.5,0.6,mg,4.7,0.1,,3
Fer,Population 1 an et +,2918,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,0.1,0,0.1,0.1,mg,1,0,,3
Fer,Population 1 an et +,4760,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,0.9,0,0.8,1,mg,7.4,0.3,,3
Fer,Population 1 an et +,2573,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),0.4,0,0.4,0.5,mg,3.6,0.2,,3
Fer,Population 1 an et +,1777,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,0.1,0,0.1,0.1,mg,0.5,0,,3
Fer,Population 1 an et +,161,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,130,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,mg,X,X,<10,3
Fer,Population 1 an et +,11102,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,1.1,0,1,1.1,mg,8.8,0.2,,3
Fer,Population 1 an et +,4543,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,0.4,0,0.4,0.5,mg,3.6,0.1,,3
Fer,Population 1 an et +,4598,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,0.1,0,0.1,0.1,mg,0.8,0,,3
Fer,Population 1 an et +,16680,de la,Viandes et volailles,,,,,1.7,0,1.6,1.7,mg,13.4,0.2,,1
Fer,Population 1 an et +,7748,de la,Viandes et volailles,de la,Volaille,,,0.4,0,0.4,0.4,mg,3.3,0.1,,2
Fer,Population 1 an et +,7707,de la,Viandes et volailles,des,Viandes transformées,,,0.3,0,0.2,0.3,mg,2.1,0.1,,2
Fer,Population 1 an et +,8751,de la,Viandes et volailles,de la,Viande rouge,,,1,0,0.9,1,mg,8,0.2,,2
Fer,Population 1 an et +,7209,de la,Viandes et volailles,de la,Volaille,du,Poulet,0.4,0,0.4,0.4,mg,3.2,0.1,,3
Fer,Population 1 an et +,730,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0,0,0,0,mg,0.2,0,,3
Fer,Population 1 an et +,2502,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.1,0,0.1,0.1,mg,1,0.1,,3
Fer,Population 1 an et +,4204,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0.1,0,0.1,0.1,mg,0.8,0,,3
Fer,Population 1 an et +,1878,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0,0,0,0,mg,0.2,0,,3
Fer,Population 1 an et +,902,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0,0,0,0,mg,0.2,0,,3
Fer,Population 1 an et +,6650,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,0.8,0,0.8,0.9,mg,6.5,0.2,,3
Fer,Population 1 an et +,2472,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0.1,0,0.1,0.1,mg,0.9,0.1,,3
Fer,Population 1 an et +,434,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0.1,0,0,0.1,mg,0.4,0.1,,3
Fer,Population 1 an et +,89,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,0,0,0,0,mg,0.2,0,,3
Fer,Population 1 an et +,14404,des,Substituts de viande,,,,,1,0,1,1.1,mg,8.3,0.2,,1
Fer,Population 1 an et +,11362,des,Substituts de viande,des,Œufs,,,0.4,0,0.3,0.4,mg,3,0.1,,2
Fer,Population 1 an et +,1986,des,Substituts de viande,des,Légumineuses,,,0.2,0,0.2,0.3,mg,2,0.1,,2
Fer,Population 1 an et +,6390,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,0.3,0,0.3,0.4,mg,2.7,0.1,,2
Fer,Population 1 an et +,550,des,Substituts de viande,du,Tofu et produits sans viande,,,0.1,0,0.1,0.1,mg,0.6,0.1,,2
Fer,Population 1 an et +,860,des,Boissons et barres nutritionnelles,,,,,0.2,0,0.2,0.2,mg,1.6,0.1,,1
Fer,Population 1 an et +,708,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0.2,0,0.1,0.2,mg,1.4,0.1,,2
Fer,Population 1 an et +,187,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,0,0,0,0,mg,0.2,0,,2
Fer,Population 1 an et +,18438,des,Soupes - sauces - Épices et autres ingrédients,,,,,0.4,0,0.3,0.4,mg,2.9,0.1,,1
Fer,Population 1 an et +,7054,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,0.1,0,0.1,0.1,mg,0.8,0,,2
Fer,Population 1 an et +,4710,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0.1,0,0.1,0.1,mg,1.1,0.1,,2
Fer,Population 1 an et +,17547,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0.1,0,0.1,0.1,mg,1.1,0,,2
Fer,Population 1 an et +,16725,des,Confiserie - sucres et grignotines salées,,,,,0.5,0,0.4,0.5,mg,3.7,0.1,,1
Fer,Population 1 an et +,6211,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0.2,0,0.1,0.2,mg,1.3,0.1,,2
Fer,Population 1 an et +,2912,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0,0,0,0,mg,0.3,0,,2
Fer,Population 1 an et +,4652,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0.2,0,0.1,0.2,mg,1.3,0.1,,2
Fer,Population 1 an et +,14214,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0.1,0,0.1,0.1,mg,0.8,0,,2
Fer,Population 1 an et +,3815,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0.1,0,0.1,0.1,mg,1,0.1,,3
Fer,Population 1 an et +,2559,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0,0,0,0,mg,0.2,0,,3
Fer,Population 1 an et +,703,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,2447,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0,0,0,0,mg,0.3,0,,3
Fer,Population 1 an et +,560,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,4750,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0.1,0,0.1,0.1,mg,0.7,0,,3
Fer,Population 1 an et +,2044,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,12217,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,mg,0.1,0,,3
Fer,Population 1 an et +,715,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,mg,0,0,,3
Fer,Hommes adultes 19 ans +,22,des,Aliments pour bébés,,,,,0,0,0,0,mg,0.1,0,,1
Fer,Hommes adultes 19 ans +,21,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0,0,0,0,mg,0.1,0,,2
Fer,Hommes adultes 19 ans +,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,mg,X,X,<10,2
Fer,Hommes adultes 19 ans +,6187,des,Boissons (excluant laits),,,,,0.6,0,0.5,0.6,mg,4.1,0.1,,1
Fer,Hommes adultes 19 ans +,1946,des,Boissons (excluant laits),de l',Alcool,,,0.2,0,0.2,0.2,mg,1.2,0.1,,2
Fer,Hommes adultes 19 ans +,5104,des,Boissons (excluant laits),du,Café et thé,,,0.1,0,0.1,0.1,mg,0.7,0,,2
Fer,Hommes adultes 19 ans +,53,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,479,des,Boissons (excluant laits),des,Boissons aux fruits,,,0,0,0,0.1,mg,0.3,0,,2
Fer,Hommes adultes 19 ans +,1862,des,Boissons (excluant laits),des,Jus de fruit,,,0.1,0,0.1,0.1,mg,0.8,0.1,,2
Fer,Hommes adultes 19 ans +,113,des,Boissons (excluant laits),des,Autres boissons,,,0,0,0,0,mg,0.1,0,,2
Fer,Hommes adultes 19 ans +,1751,des,Boissons (excluant laits),des,Boissons gazeuses,,,0.1,0,0.1,0.1,mg,0.6,0,,2
Fer,Hommes adultes 19 ans +,128,des,Boissons (excluant laits),des,Boissons pour sportifs,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,174,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0,0,0,0,mg,0.2,0,,2
Fer,Hommes adultes 19 ans +,24,des,Boissons (excluant laits),de l',Eau vitaminée,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,5620,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,mg,0.2,0,,2
Fer,Hommes adultes 19 ans +,4276,des,Boissons (excluant laits),du,Café et thé,du,Café,0.1,0,0.1,0.1,mg,0.5,0,,3
Fer,Hommes adultes 19 ans +,1782,des,Boissons (excluant laits),du,Café et thé,du,Thé,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,5798,des,Produits laitiers et Boissons à base de plantes,,,,,0.2,0,0.2,0.2,mg,1.6,0.1,,1
Fer,Hommes adultes 19 ans +,3514,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,0.1,0,0.1,0.1,mg,0.6,0,,2
Fer,Hommes adultes 19 ans +,5221,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,0.1,0,0.1,0.1,mg,0.8,0,,2
Fer,Hommes adultes 19 ans +,926,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,0,0,0,0,mg,0.2,0,,2
Fer,Hommes adultes 19 ans +,1819,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,3759,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,208,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,1727,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,1648,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,1812,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,0,0,0,0,mg,0,0,,3
Fer,Hommes adultes 19 ans +,5767,des,Graisses et huiles,,,,,0,0,0,0,mg,0.3,0,,1
Fer,Hommes adultes 19 ans +,333,des,Graisses et huiles,des,Graisses animales,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,1787,des,Graisses et huiles,du,Beurre,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,3473,des,Graisses et huiles,des,Margarines,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,2260,des,Graisses et huiles,des,Sauces pour salade,,,0,0,0,0,mg,0.2,0,,2
Fer,Hommes adultes 19 ans +,2319,des,Graisses et huiles,du,Shortening,,,0,0,0,0,mg,0,0,,2
Fer,Hommes adultes 19 ans +,3212,des,Graisses et huiles,des,Huiles végétales,,,0,0,0,0,mg,0.1,0,,2
Fer,Hommes adultes 19 ans +,1146,des,Poissons et fruits de mer,,,,,0.2,0,0.1,0.2,mg,1.3,0.1,,1
Fer,Hommes adultes 19 ans +,910,des,Poissons et fruits de mer,des,Poissons,,,0.1,0,0.1,0.1,mg,0.9,0.1,,2
Fer,Hommes adultes 19 ans +,343,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,0,0,0,0.1,mg,0.3,0.1,,2
Fer,Hommes adultes 19 ans +,5918,des,Fruits et légumes,,,,,1.8,0,1.7,1.9,mg,12.9,0.3,,1
Fer,Hommes adultes 19 ans +,3876,des,Fruits et légumes,des,Fruits,,,0.4,0,0.3,0.4,mg,2.7,0.1,,2
Fer,Hommes adultes 19 ans +,5694,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,1.4,0,1.4,1.5,mg,10.2,0.3,,2
Fer,Hommes adultes 19 ans +,1590,des,Fruits et légumes,des,Fruits,des,Banane,0.1,0,0.1,0.1,mg,0.6,0,,3
Fer,Hommes adultes 19 ans +,1350,des,Fruits et légumes,des,Fruits,des,Pomme,0,0,0,0.1,mg,0.4,0,,3
Fer,Hommes adultes 19 ans +,1066,des,Fruits et légumes,des,Fruits,des,Baies,0.1,0,0,0.1,mg,0.4,0,,3
Fer,Hommes adultes 19 ans +,603,des,Fruits et légumes,des,Fruits,des,Autres fruits,0.1,0,0,0.1,mg,0.4,0.1,,3
Fer,Hommes adultes 19 ans +,782,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,0,0,0,0,mg,0.3,0,,3
Fer,Hommes adultes 19 ans +,1019,des,Fruits et légumes,des,Fruits,des,Agrumes,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,247,des,Fruits et légumes,des,Fruits,des,Melons,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,169,des,Fruits et légumes,des,Fruits,des,Cerises,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,170,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,188,des,Fruits et légumes,des,Fruits,des,Poires,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,252,des,Fruits et légumes,des,Fruits,des,Ananas,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,110,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0,0,0,0,mg,0,0,,3
Fer,Hommes adultes 19 ans +,4860,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,0.6,0,0.6,0.6,mg,4.2,0.1,,3
Fer,Hommes adultes 19 ans +,2838,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,0.4,0,0.3,0.4,mg,2.8,0.2,,3
Fer,Hommes adultes 19 ans +,2999,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,0.4,0,0.3,0.4,mg,2.6,0.1,,3
Fer,Hommes adultes 19 ans +,1991,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,0.1,0,0.1,0.1,mg,0.5,0,,3
Fer,Hommes adultes 19 ans +,6068,des,Produits céréaliers,,,,,6.7,0.1,6.5,6.9,mg,47.5,0.6,,1
Fer,Hommes adultes 19 ans +,5104,des,Produits céréaliers,des,Pains,,,3.1,0.1,3,3.3,mg,22.2,0.5,,2
Fer,Hommes adultes 19 ans +,1921,des,Produits céréaliers,des,Céréales pour déjeuner,,,1.4,0.1,1.2,1.5,mg,9.9,0.5,,2
Fer,Hommes adultes 19 ans +,1375,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,0.3,0,0.3,0.4,mg,2.2,0.2,,2
Fer,Hommes adultes 19 ans +,4551,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,1.8,0.1,1.7,2,mg,13.2,0.4,,2
Fer,Hommes adultes 19 ans +,2752,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,1.6,0.1,1.4,1.7,mg,11.1,0.4,,3
Fer,Hommes adultes 19 ans +,1885,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,0.8,0,0.7,0.9,mg,5.8,0.3,,3
Fer,Hommes adultes 19 ans +,1980,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,0.7,0,0.6,0.7,mg,4.7,0.2,,3
Fer,Hommes adultes 19 ans +,593,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,0.1,0,0.1,0.1,mg,0.8,0.1,,3
Fer,Hommes adultes 19 ans +,1481,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,1.1,0.1,0.9,1.2,mg,7.7,0.5,,3
Fer,Hommes adultes 19 ans +,523,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),0.3,0,0.3,0.4,mg,2.2,0.2,,3
Fer,Hommes adultes 19 ans +,383,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,0.1,0,0.1,0.1,mg,0.5,0.1,,3
Fer,Hommes adultes 19 ans +,33,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,26,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0,0,0,0,mg,0,0,,3
Fer,Hommes adultes 19 ans +,3442,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,1.3,0.1,1.2,1.4,mg,9,0.4,,3
Fer,Hommes adultes 19 ans +,1250,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,0.5,0,0.4,0.5,mg,3.3,0.2,,3
Fer,Hommes adultes 19 ans +,1449,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,0.1,0,0.1,0.1,mg,0.8,0.1,,3
Fer,Hommes adultes 19 ans +,5408,de la,Viandes et volailles,,,,,2.2,0.1,2.1,2.3,mg,15.6,0.4,,1
Fer,Hommes adultes 19 ans +,2399,de la,Viandes et volailles,de la,Volaille,,,0.5,0,0.4,0.5,mg,3.5,0.2,,2
Fer,Hommes adultes 19 ans +,2687,de la,Viandes et volailles,des,Viandes transformées,,,0.3,0,0.3,0.4,mg,2.5,0.2,,2
Fer,Hommes adultes 19 ans +,3058,de la,Viandes et volailles,de la,Viande rouge,,,1.3,0.1,1.2,1.5,mg,9.6,0.4,,2
Fer,Hommes adultes 19 ans +,2227,de la,Viandes et volailles,de la,Volaille,du,Poulet,0.5,0,0.4,0.5,mg,3.3,0.2,,3
Fer,Hommes adultes 19 ans +,248,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,871,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.1,0,0.1,0.2,mg,1.1,0.2,,3
Fer,Hommes adultes 19 ans +,1450,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0.1,0,0.1,0.2,mg,1,0.1,,3
Fer,Hommes adultes 19 ans +,732,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,318,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,2338,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,1.1,0.1,1,1.2,mg,8,0.4,,3
Fer,Hommes adultes 19 ans +,842,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0.1,0,0.1,0.2,mg,1,0.1,,3
Fer,Hommes adultes 19 ans +,166,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0.1,0,0,0.1,mg,0.5,0.1,,3
Fer,Hommes adultes 19 ans +,39,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,4590,des,Substituts de viande,,,,,1.3,0.1,1.2,1.4,mg,9.1,0.4,,1
Fer,Hommes adultes 19 ans +,3647,des,Substituts de viande,des,Œufs,,,0.5,0,0.4,0.5,mg,3.3,0.2,,2
Fer,Hommes adultes 19 ans +,663,des,Substituts de viande,des,Légumineuses,,,0.3,0,0.2,0.3,mg,2,0.2,,2
Fer,Hommes adultes 19 ans +,1978,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,0.4,0,0.3,0.5,mg,3,0.2,,2
Fer,Hommes adultes 19 ans +,176,des,Substituts de viande,du,Tofu et produits sans viande,,,0.1,0,0.1,0.2,mg,0.8,0.2,,2
Fer,Hommes adultes 19 ans +,316,des,Boissons et barres nutritionnelles,,,,,0.2,0,0.1,0.3,mg,1.6,0.2,,1
Fer,Hommes adultes 19 ans +,267,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0.2,0,0.1,0.3,mg,1.4,0.2,,2
Fer,Hommes adultes 19 ans +,63,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,0,0,0,0,mg,0.2,0,,2
Fer,Hommes adultes 19 ans +,5856,des,Soupes - sauces - Épices et autres ingrédients,,,,,0.4,0,0.4,0.5,mg,3.1,0.1,,1
Fer,Hommes adultes 19 ans +,2384,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,0.1,0,0.1,0.1,mg,0.8,0.1,,2
Fer,Hommes adultes 19 ans +,1511,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0.2,0,0.1,0.2,mg,1.1,0.1,,2
Fer,Hommes adultes 19 ans +,5575,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0.2,0,0.1,0.2,mg,1.1,0.1,,2
Fer,Hommes adultes 19 ans +,5232,des,Confiserie - sucres et grignotines salées,,,,,0.4,0,0.4,0.5,mg,3.1,0.1,,1
Fer,Hommes adultes 19 ans +,1527,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0.1,0,0.1,0.2,mg,1,0.1,,2
Fer,Hommes adultes 19 ans +,771,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0,0,0,0,mg,0.3,0,,2
Fer,Hommes adultes 19 ans +,1268,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0.2,0,0.1,0.2,mg,1.1,0.1,,2
Fer,Hommes adultes 19 ans +,4671,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0.1,0,0.1,0.1,mg,0.7,0.1,,2
Fer,Hommes adultes 19 ans +,1023,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0.1,0,0.1,0.1,mg,0.8,0.1,,3
Fer,Hommes adultes 19 ans +,497,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,170,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,mg,0,0,,3
Fer,Hommes adultes 19 ans +,702,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0,0,0,0,mg,0.2,0,,3
Fer,Hommes adultes 19 ans +,80,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,1360,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0.1,0,0.1,0.1,mg,0.5,0,,3
Fer,Hommes adultes 19 ans +,726,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,4068,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,mg,0.1,0,,3
Fer,Hommes adultes 19 ans +,322,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,mg,0,0,,3
Fer,Femmes adultes* 19 ans +,21,des,Aliments pour bébés,,,,,0,0,0,0.1,mg,0.3,0.2,,1
Fer,Femmes adultes* 19 ans +,19,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0,0,0,0.1,mg,0.3,0.2,,2
Fer,Femmes adultes* 19 ans +,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,mg,X,X,<10,2
Fer,Femmes adultes* 19 ans +,6828,des,Boissons (excluant laits),,,,,0.5,0,0.5,0.5,mg,4.6,0.1,,1
Fer,Femmes adultes* 19 ans +,1439,des,Boissons (excluant laits),de l',Alcool,,,0.2,0,0.1,0.2,mg,1.4,0.1,,2
