Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Food group_level1,Food group_level2,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Fibres alimentaires,Population 1 an et +,187,Boissons et barres nutritionnelles,Barres nutritionnelles,,0.0342162,0,0,0,g,0.203668333,0,E,2
Fibres alimentaires,Population 1 an et +,18438,Soupes - sauces - épices et autres ingrédients,,,0.5873079,0,0.6,0.6,g,3.495888298,0.1,,1
Fibres alimentaires,Population 1 an et +,7054,Soupes - sauces - épices et autres ingrédients,Sauces et sauces brunes,,0.1462309,0,0.1,0.2,g,0.870423677,0,,2
Fibres alimentaires,Population 1 an et +,4710,Soupes - sauces - épices et autres ingrédients,Soupes,,0.230178,0,0.2,0.3,g,1.370110292,0.1,,2
Fibres alimentaires,Population 1 an et +,17547,Soupes - sauces - épices et autres ingrédients,Épices - assaisonnements et autres ingrédients ,,0.2108991,0,0.2,0.2,g,1.25535433,0,,2
Fibres alimentaires,Population 1 an et +,16725,Confiserie - sucres et grignotines salées,,,0.8421953,0,0.8,0.9,g,5.013078131,0.2,,1
Fibres alimentaires,Population 1 an et +,6211,Confiserie - sucres et grignotines salées,Confiserie,,0.1941832,0,0.2,0.2,g,1.155855108,0.1,,2
Fibres alimentaires,Population 1 an et +,2559,Confiserie - sucres et grignotines salées,Confiserie,Bonbons,0.028589,0,0,0,g,0.170172729,0,E,3
Fibres alimentaires,Population 1 an et +,3815,Confiserie - sucres et grignotines salées,Confiserie,Chocolat - bonbons et barres,0.1631508,0,0.1,0.2,g,0.97113777,0,,3
Fibres alimentaires,Population 1 an et +,703,Confiserie - sucres et grignotines salées,Confiserie,Gélatine - garnitures à dessert et poudings,0.0024435,0,0,0,g,0.014544609,0,,3
Fibres alimentaires,Population 1 an et +,2912,Confiserie - sucres et grignotines salées,Desserts glacés,,0.1026298,0,0.1,0.1,g,0.610893193,0,,2
Fibres alimentaires,Population 1 an et +,2447,Confiserie - sucres et grignotines salées,Desserts glacés,Produits laitiers glacés et analogues,0.0964307,0,0.1,0.1,g,0.573993664,0,,3
Fibres alimentaires,Population 1 an et +,560,Confiserie - sucres et grignotines salées,Desserts glacés,Popsicles et sorbet,0.0061991,0,0,0,g,0.036899528,0,,3
Fibres alimentaires,Population 1 an et +,4652,Confiserie - sucres et grignotines salées,Grignotines salées,,0.4686859,0,0.4,0.5,g,2.789803183,0.1,,2
Fibres alimentaires,Population 1 an et +,14214,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,,0.0766963,0,0.1,0.1,g,0.456526647,0,,2
Fibres alimentaires,Population 1 an et +,2044,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Confitures - gelées et marmelades,0.024978,0,0,0,g,0.14867872,0,,3
Fibres alimentaires,Population 1 an et +,4750,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Autres sucres et sirops,0.0517183,0,0,0.1,g,0.307847927,0,,3
Fibres alimentaires,Population 1 an et +,715,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Édulcorants,0,0,0,0,g,0,0,,3
Fibres alimentaires,Population 1 an et +,12217,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Sucres,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,122,Aliments pour bébés,,,0.0803737,0,0,0.1,g,0.593827179,0.2,E,1
Fibres alimentaires,Enfants 1 à 8 ans,95,Aliments pour bébés,Produits alimentaires pour bébés,,0.0803737,0,0,0.1,g,0.593827179,0.2,E,2
Fibres alimentaires,Enfants 1 à 8 ans,46,Aliments pour bébés,Préparation pour nourrissons,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,2443,Boissons (excluant laits),,,0.3677538,0,0.3,0.4,g,2.717084938,0.1,,1
Fibres alimentaires,Enfants 1 à 8 ans,20,Boissons (excluant laits),Alcool,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,141,Boissons (excluant laits),Café et thé,,0.0046351,0,0,0,g,0.034245968,0,F,2
Fibres alimentaires,Enfants 1 à 8 ans,8,Boissons (excluant laits),Café et thé,Café,0.0013565,0,0,0,g,0.010022219,0,<10,3
Fibres alimentaires,Enfants 1 à 8 ans,133,Boissons (excluant laits),Café et thé,Thé,0.0032787,0,0,0,g,0.024223749,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,1,Boissons (excluant laits),Boissons énergisantes,,0,0,0,0,g,0,0,<10,2
Fibres alimentaires,Enfants 1 à 8 ans,357,Boissons (excluant laits),Boissons aux fruits,,0.0210291,0,0,0,g,0.155369556,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,1159,Boissons (excluant laits),Jus de fruit,,0.2883738,0,0.3,0.3,g,2.130599739,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,77,Boissons (excluant laits),Autres boissons,,0.0359309,0,0,0.1,g,0.265469486,0.1,E,2
Fibres alimentaires,Enfants 1 à 8 ans,142,Boissons (excluant laits),Boissons gazeuses,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,21,Boissons (excluant laits),Boissons pour sportifs,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,52,Boissons (excluant laits),Jus de tomates et de légumes,,0.0177848,0,0,0,g,0.131400189,0,E,2
Fibres alimentaires,Enfants 1 à 8 ans,2,Boissons (excluant laits),Eau vitaminée,,0,0,0,0,g,0,0,<10,2
Fibres alimentaires,Enfants 1 à 8 ans,2344,Boissons (excluant laits),Eau,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,2436,Produits laitiers et Boissons à base de plantes,,,0.2013715,0,0.2,0.2,g,1.487798656,0.1,,1
Fibres alimentaires,Enfants 1 à 8 ans,1632,Produits laitiers et Boissons à base de plantes,Fromages,,0.0036479,0,0,0,g,0.026952009,0,E,2
Fibres alimentaires,Enfants 1 à 8 ans,2341,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,,0.150539,0,0.1,0.2,g,1.112230954,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,854,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait 1%,0.0457168,0,0,0.1,g,0.337770376,0.1,E,3
Fibres alimentaires,Enfants 1 à 8 ans,1810,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait 2%,0.068804,0,0,0.1,g,0.508346566,0.1,E,3
Fibres alimentaires,Enfants 1 à 8 ans,253,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Crème et autres types de lait,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,128,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Boissons à base de plantes,0.027031,0,0,0,g,0.199713766,0,E,3
Fibres alimentaires,Enfants 1 à 8 ans,739,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait écrémé,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,1078,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait entier,0.0089872,0,0,0,g,0.066400246,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,1032,Produits laitiers et Boissons à base de plantes,Yogourts,,0.0471847,0,0,0.1,g,0.348615692,0.1,E,2
Fibres alimentaires,Enfants 1 à 8 ans,2270,Graisses et huiles,,,0.0031519,0,0,0,g,0.0232875,0,F,1
Fibres alimentaires,Enfants 1 à 8 ans,83,Graisses et huiles,Graisses animales,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,657,Graisses et huiles,Beurre,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,1330,Graisses et huiles,Margarines,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,463,Graisses et huiles,Sauces pour salade,,0.0031519,0,0,0,g,0.0232875,0,F,2
Fibres alimentaires,Enfants 1 à 8 ans,1035,Graisses et huiles,Shortening,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,1330,Graisses et huiles,Huiles végétales,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,298,Poissons et fruits de mer,,,0.0007895,0,0,0,g,0.005833172,0,F,1
Fibres alimentaires,Enfants 1 à 8 ans,257,Poissons et fruits de mer,Poissons,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,50,Poissons et fruits de mer,Mollusques et crustacés,,0.0007895,0,0,0,g,0.005833172,0,F,2
Fibres alimentaires,Enfants 1 à 8 ans,2428,Fruits et légumes,,,5.6547038,0.2,5.3,6,g,41.77879739,0.8,,1
Fibres alimentaires,Enfants 1 à 8 ans,2117,Fruits et légumes,Fruits,,3.3893794,0.1,3.2,3.6,g,25.041841,0.7,,2
Fibres alimentaires,Enfants 1 à 8 ans,978,Fruits et légumes,Fruits,Pomme,1.002305,0.1,0.9,1.1,g,7.405356579,0.4,,3
Fibres alimentaires,Enfants 1 à 8 ans,873,Fruits et légumes,Fruits,Banane,0.5054385,0,0.4,0.6,g,3.734344269,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,830,Fruits et légumes,Fruits,Baies,0.6415161,0.1,0.5,0.8,g,4.739729997,0.4,,3
Fibres alimentaires,Enfants 1 à 8 ans,47,Fruits et légumes,Fruits,Cerises,0.0326482,0,0,0.1,g,0.241215473,0.1,F,3
Fibres alimentaires,Enfants 1 à 8 ans,421,Fruits et légumes,Fruits,Agrumes,0.3132967,0,0.3,0.4,g,2.31473859,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,572,Fruits et légumes,Fruits,Raisins et raisins secs,0.1845222,0,0.1,0.2,g,1.363310047,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,219,Fruits et légumes,Fruits,Melons,0.0847435,0,0.1,0.1,g,0.62611233,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,260,Fruits et légumes,Fruits,Autres fruits,0.2519928,0,0.2,0.3,g,1.861805411,0.3,,3
Fibres alimentaires,Enfants 1 à 8 ans,118,Fruits et légumes,Fruits,Pêches et nectarines,0.1106888,0,0.1,0.2,g,0.817805323,0.1,E,3
Fibres alimentaires,Enfants 1 à 8 ans,133,Fruits et légumes,Fruits,Poires,0.1997803,0,0.1,0.3,g,1.476042208,0.3,E,3
Fibres alimentaires,Enfants 1 à 8 ans,94,Fruits et légumes,Fruits,Ananas,0.0350474,0,0,0,g,0.258941285,0.1,E,3
Fibres alimentaires,Enfants 1 à 8 ans,37,Fruits et légumes,Fruits,Prunes et pruneaux,0.0273999,0,0,0,g,0.202439487,0.1,E,3
Fibres alimentaires,Enfants 1 à 8 ans,2235,Fruits et légumes,Légumes incluant pommes de terre,,2.2653245,0.1,2.1,2.4,g,16.73695639,0.5,,2
Fibres alimentaires,Enfants 1 à 8 ans,1068,Fruits et légumes,Légumes incluant pommes de terre,Légumes vert foncé,0.4704318,0,0.4,0.5,g,3.475703355,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,875,Fruits et légumes,Légumes incluant pommes de terre,Légumes jaune foncé ou orange,0.3193204,0,0.3,0.4,g,2.359243654,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,1773,Fruits et légumes,Légumes incluant pommes de terre,Autres légumes,0.8947974,0,0.8,1,g,6.611055122,0.3,,3
Fibres alimentaires,Enfants 1 à 8 ans,1032,Fruits et légumes,Légumes incluant pommes de terre,Légumes féculents,0.5807749,0,0.5,0.7,g,4.290954263,0.3,,3
Fibres alimentaires,Enfants 1 à 8 ans,2475,Produits céréaliers,,,5.4176563,0.1,5.2,5.6,g,40.02741287,0.7,,1
Fibres alimentaires,Enfants 1 à 8 ans,2114,Produits céréaliers,Pains,,2.5750574,0.1,2.4,2.8,g,19.02536486,0.6,,2
Fibres alimentaires,Enfants 1 à 8 ans,745,Produits céréaliers,Pains,Craquelins et biscottes,0.205347,0,0.2,0.3,g,1.517170987,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,805,Produits céréaliers,Pains,Autres produits panifiés,0.6172989,0.1,0.5,0.7,g,4.560806065,0.5,,3
Fibres alimentaires,Enfants 1 à 8 ans,951,Produits céréaliers,Pains,Pains et petits pains blancs,0.7558466,0.1,0.6,0.9,g,5.584441172,0.4,,3
Fibres alimentaires,Enfants 1 à 8 ans,813,Produits céréaliers,Pains,Pains et petits pains à grains entiers et blé entier,0.9965649,0.1,0.9,1.1,g,7.362946637,0.4,,3
Fibres alimentaires,Enfants 1 à 8 ans,1282,Produits céréaliers,Céréales pour déjeuner,,1.11707,0.1,1,1.2,g,8.25327787,0.4,,2
Fibres alimentaires,Enfants 1 à 8 ans,670,Produits céréaliers,Céréales pour déjeuner,Céréales pour déjeuner (autre),0.3573757,0,0.3,0.4,g,2.640408162,0.2,,3
Fibres alimentaires,Enfants 1 à 8 ans,728,Produits céréaliers,Céréales pour déjeuner,Céréales pour déjeuner à grains entiers - à l'avoine et à haute teneur en fibres,0.7596943,0.1,0.6,0.9,g,5.612869708,0.4,,3
Fibres alimentaires,Enfants 1 à 8 ans,970,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,0.3972282,0,0.4,0.4,g,2.934851744,0.2,,2
Fibres alimentaires,Enfants 1 à 8 ans,7,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,Biscuits à la poudre à pâte,0.0076878,0,0,0,g,0.05679997,0,<10,3
Fibres alimentaires,Enfants 1 à 8 ans,21,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,Gâteaux,0.0144711,0,0,0,g,0.10691748,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,722,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,Biscuits,0.1945844,0,0.2,0.2,g,1.437652734,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,26,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,Brioches - beignes et autres pâtisseries,0.0038695,0,0,0,g,0.028589241,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,317,Produits céréaliers,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,Barres granola,0.1766154,0,0.1,0.2,g,1.304892319,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,2037,Produits céréaliers,Pâtes alimentaires - riz - grains céréaliers et farines,,1.3283006,0.1,1.2,1.4,g,9.813918397,0.4,,2
Fibres alimentaires,Enfants 1 à 8 ans,1461,Produits céréaliers,Pâtes alimentaires - riz - grains céréaliers et farines,Grains céréaliers et farines,0.5892508,0,0.5,0.7,g,4.35357692,0.3,,3
Fibres alimentaires,Enfants 1 à 8 ans,834,Produits céréaliers,Pâtes alimentaires - riz - grains céréaliers et farines,Pâtes alimentaires,0.5563826,0,0.5,0.6,g,4.11073635,0.3,,3
Fibres alimentaires,Enfants 1 à 8 ans,654,Produits céréaliers,Pâtes alimentaires - riz - grains céréaliers et farines,Riz,0.1826672,0,0.2,0.2,g,1.349605127,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,2072,Viandes et volailles,,,0.0152982,0,0,0,g,0.113028205,0,E,1
Fibres alimentaires,Enfants 1 à 8 ans,1003,Viandes et volailles,Volaille,,0.0034905,0,0,0,g,0.025789081,0,F,2
Fibres alimentaires,Enfants 1 à 8 ans,933,Viandes et volailles,Volaille,Poulet,0.0034905,0,0,0,g,0.025789081,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,86,Viandes et volailles,Volaille,Dinde et autres volailles,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,942,Viandes et volailles,Viandes transformées,,0.0118077,0,0,0,g,0.087239124,0,E,2
Fibres alimentaires,Enfants 1 à 8 ans,135,Viandes et volailles,Viandes transformées,Bacon,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,106,Viandes et volailles,Viandes transformées,Porc salé,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,513,Viandes et volailles,Viandes transformées,Viandes froides,0.0004585,0,0,0,g,0.003387731,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,375,Viandes et volailles,Viandes transformées,Saucisses,0.0113492,0,0,0,g,0.083851393,0,E,3
Fibres alimentaires,Enfants 1 à 8 ans,999,Viandes et volailles,Viande rouge,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,779,Viandes et volailles,Viande rouge,Bœuf,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,43,Viandes et volailles,Viande rouge,Agneau - veau et gibiers,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,5,Viandes et volailles,Viande rouge,Abats - foies et pâtés,0,0,0,0,g,0,0,<10,3
Fibres alimentaires,Enfants 1 à 8 ans,284,Viandes et volailles,Viande rouge,Porc frais,0,0,0,0,g,0,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,1789,Substituts de viande,,,0.6921284,0.1,0.6,0.8,g,5.113670597,0.5,,1
Fibres alimentaires,Enfants 1 à 8 ans,1450,Substituts de viande,Œufs,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Enfants 1 à 8 ans,210,Substituts de viande,Légumineuses,,0.2986493,0,0.2,0.4,g,2.206518403,0.3,,2
Fibres alimentaires,Enfants 1 à 8 ans,749,Substituts de viande,Noix - graines et beurre d'arachides,,0.3459135,0,0.3,0.4,g,2.55572173,0.3,,2
Fibres alimentaires,Enfants 1 à 8 ans,58,Substituts de viande,Tofu et produits sans viande,,0.0475656,0,0,0.1,g,0.351430465,0.1,E,2
Fibres alimentaires,Enfants 1 à 8 ans,45,Boissons et barres nutritionnelles,,,0.0306309,0,0,0.1,g,0.226311205,0.1,E,1
Fibres alimentaires,Enfants 1 à 8 ans,40,Boissons et barres nutritionnelles,Substituts de repas et boissons nutritionnelles,,0.0273019,0,0,0,g,0.201715699,0.1,F,2
Fibres alimentaires,Enfants 1 à 8 ans,5,Boissons et barres nutritionnelles,Barres nutritionnelles,,0.003329,0,0,0,g,0.024595506,0,<10,2
Fibres alimentaires,Enfants 1 à 8 ans,2295,Soupes - sauces - épices et autres ingrédients,,,0.3397599,0,0.3,0.4,g,2.510256871,0.2,,1
Fibres alimentaires,Enfants 1 à 8 ans,761,Soupes - sauces - épices et autres ingrédients,Sauces et sauces brunes,,0.0790378,0,0.1,0.1,g,0.583957,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,532,Soupes - sauces - épices et autres ingrédients,Soupes,,0.1158913,0,0.1,0.2,g,0.856242897,0.1,E,2
Fibres alimentaires,Enfants 1 à 8 ans,2205,Soupes - sauces - épices et autres ingrédients,Épices - assaisonnements et autres ingrédients ,,0.1448308,0,0.1,0.2,g,1.070056974,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,2106,Confiserie - sucres et grignotines salées,,,0.731247,0,0.7,0.8,g,5.402691412,0.3,,1
Fibres alimentaires,Enfants 1 à 8 ans,1048,Confiserie - sucres et grignotines salées,Confiserie,,0.1857488,0,0.2,0.2,g,1.372372897,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,557,Confiserie - sucres et grignotines salées,Confiserie,Bonbons,0.0533956,0,0,0.1,g,0.394504281,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,548,Confiserie - sucres et grignotines salées,Confiserie,Chocolat - bonbons et barres,0.1292816,0,0.1,0.2,g,0.955174407,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,131,Confiserie - sucres et grignotines salées,Confiserie,Gélatine - garnitures à dessert et poudings,0.0030716,0,0,0,g,0.022694208,0,F,3
Fibres alimentaires,Enfants 1 à 8 ans,497,Confiserie - sucres et grignotines salées,Desserts glacés,,0.0924935,0,0.1,0.1,g,0.683372384,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,346,Confiserie - sucres et grignotines salées,Desserts glacés,Produits laitiers glacés et analogues,0.0815093,0,0.1,0.1,g,0.602217332,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,184,Confiserie - sucres et grignotines salées,Desserts glacés,Popsicles et sorbet,0.0109842,0,0,0,g,0.081155052,0,E,3
Fibres alimentaires,Enfants 1 à 8 ans,615,Confiserie - sucres et grignotines salées,Grignotines salées,,0.3405054,0,0.3,0.4,g,2.515765349,0.2,,2
Fibres alimentaires,Enfants 1 à 8 ans,1642,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,,0.1124992,0,0.1,0.1,g,0.831180783,0.1,,2
Fibres alimentaires,Enfants 1 à 8 ans,257,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Confitures - gelées et marmelades,0.0176803,0,0,0,g,0.130627585,0,,3
Fibres alimentaires,Enfants 1 à 8 ans,720,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Autres sucres et sirops,0.0948189,0,0.1,0.1,g,0.700553198,0.1,,3
Fibres alimentaires,Enfants 1 à 8 ans,5,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Édulcorants,0,0,0,0,g,0,0,<10,3
Fibres alimentaires,Enfants 1 à 8 ans,1341,Confiserie - sucres et grignotines salées,Sucres - sirops et confitures,Sucres,0,0,0,0,g,0,0,,3
Fibres alimentaires,Hommes adultes 19 ans +,22,Aliments pour bébés,,,0.0130262,0,0,0,g,0.070913334,0,F,1
Fibres alimentaires,Hommes adultes 19 ans +,21,Aliments pour bébés,Produits alimentaires pour bébés,,0.0130262,0,0,0,g,0.070913334,0,F,2
Fibres alimentaires,Hommes adultes 19 ans +,1,Aliments pour bébés,Préparation pour nourrissons,,0,0,0,0,g,0,0,<10,2
Fibres alimentaires,Hommes adultes 19 ans +,6187,Boissons (excluant laits),,,0.28201,0,0.3,0.3,g,1.535233152,0.1,,1
Fibres alimentaires,Hommes adultes 19 ans +,1946,Boissons (excluant laits),Alcool,,0.0050269,0,0,0,g,0.027366014,0,F,2
Fibres alimentaires,Hommes adultes 19 ans +,5104,Boissons (excluant laits),Café et thé,,0.0049601,0,0,0,g,0.027002342,0,F,2
Fibres alimentaires,Hommes adultes 19 ans +,4276,Boissons (excluant laits),Café et thé,Café,0.0034764,0,0,0,g,0.01892515,0,F,3
Fibres alimentaires,Hommes adultes 19 ans +,1782,Boissons (excluant laits),Café et thé,Thé,0.0014837,0,0,0,g,0.008077192,0,F,3
Fibres alimentaires,Hommes adultes 19 ans +,53,Boissons (excluant laits),Boissons énergisantes,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,479,Boissons (excluant laits),Boissons aux fruits,,0.0133151,0,0,0,g,0.072485844,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,1862,Boissons (excluant laits),Jus de fruit,,0.1931756,0,0.2,0.2,g,1.0516278,0.1,,2
Fibres alimentaires,Hommes adultes 19 ans +,113,Boissons (excluant laits),Autres boissons,,0.0159885,0,0,0,g,0.087039744,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,1751,Boissons (excluant laits),Boissons gazeuses,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,128,Boissons (excluant laits),Boissons pour sportifs,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,174,Boissons (excluant laits),Jus de tomates et de légumes,,0.0495438,0,0,0.1,g,0.269711409,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,24,Boissons (excluant laits),Eau vitaminée,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,5620,Boissons (excluant laits),Eau,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,5798,Produits laitiers et Boissons à base de plantes,,,0.1183586,0,0.1,0.1,g,0.644332195,0.1,,1
Fibres alimentaires,Hommes adultes 19 ans +,3514,Produits laitiers et Boissons à base de plantes,Fromages,,0.0011496,0,0,0,g,0.00625852,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,5221,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,,0.1001207,0,0.1,0.1,g,0.545046849,0.1,,2
Fibres alimentaires,Hommes adultes 19 ans +,1819,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait 1%,0.0366997,0,0,0.1,g,0.199789598,0,E,3
Fibres alimentaires,Hommes adultes 19 ans +,3759,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait 2%,0.0222548,0,0,0,g,0.121152788,0,E,3
Fibres alimentaires,Hommes adultes 19 ans +,1727,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Crème et autres types de lait,0,0,0,0,g,0,0,,3
Fibres alimentaires,Hommes adultes 19 ans +,208,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Boissons à base de plantes,0.030697,0,0,0,g,0.167111419,0,E,3
Fibres alimentaires,Hommes adultes 19 ans +,1812,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait écrémé,0,0,0,0,g,0,0,,3
Fibres alimentaires,Hommes adultes 19 ans +,1648,Produits laitiers et Boissons à base de plantes,Laits et boissons à base de plantes,Lait entier,0.0104692,0,0,0,g,0.056993044,0,F,3
Fibres alimentaires,Hommes adultes 19 ans +,926,Produits laitiers et Boissons à base de plantes,Yogourts,,0.0170883,0,0,0,g,0.093026826,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,5767,Graisses et huiles,,,0.0097438,0,0,0,g,0.053044116,0,,1
Fibres alimentaires,Hommes adultes 19 ans +,333,Graisses et huiles,Graisses animales,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,1787,Graisses et huiles,Beurre,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,3473,Graisses et huiles,Margarines,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,2260,Graisses et huiles,Sauces pour salade,,0.0097438,0,0,0,g,0.053044116,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,2319,Graisses et huiles,Shortening,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,3212,Graisses et huiles,Huiles végétales,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Hommes adultes 19 ans +,1146,Poissons et fruits de mer,,,0.0012136,0,0,0,g,0.006606915,0,E,1
Fibres alimentaires,Hommes adultes 19 ans +,910,Poissons et fruits de mer,Poissons,,0.0000429,0,0,0,g,0.000233417,0,F,2
Fibres alimentaires,Hommes adultes 19 ans +,343,Poissons et fruits de mer,Mollusques et crustacés,,0.0011708,0,0,0,g,0.006373498,0,E,2
Fibres alimentaires,Hommes adultes 19 ans +,5918,Fruits et légumes,,,6.9448823,0.1,6.7,7.2,g,37.80721814,0.6,,1
Fibres alimentaires,Hommes adultes 19 ans +,3876,Fruits et légumes,Fruits,,2.8814159,0.1,2.7,3.1,g,15.68612934,0.4,,2
Fibres alimentaires,Hommes adultes 19 ans +,1350,Fruits et légumes,Fruits,Pomme,0.7481637,0,0.7,0.8,g,4.072925328,0.2,,3
Fibres alimentaires,Hommes adultes 19 ans +,1590,Fruits et légumes,Fruits,Banane,0.5869591,0,0.5,0.6,g,3.195344449,0.1,,3
Fibres alimentaires,Hommes adultes 19 ans +,1066,Fruits et légumes,Fruits,Baies,0.3493554,0,0.3,0.4,g,1.901854439,0.2,,3
Fibres alimentaires,Hommes adultes 19 ans +,169,Fruits et légumes,Fruits,Cerises,0.0434642,0,0,0.1,g,0.236614479,0.1,E,3
